subid,condition,counter,trialtype,percentage,utttype,searchtype,targetshape,targetcolor,targetsize,targetword,chosetarget,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore,distractorcolor
43,size,1,2,90,noutt,contrast,14,red,big,toma,false,10,6,small,8/31/2020,15:14,27184,22864,4,3,"0
",NA
43,size,2,1,50,noutt,differentshapes,23,blue,big,dax,false,1,9,small,8/31/2020,15:14,20339,8541,3,2,"0
",NA
43,size,3,6,100,noadj,contrast,24,blue,small,wug,false,8,3,big,8/31/2020,15:15,12336,9664,3,4,"0
",NA
43,size,4,5,100,noadj,differentshapes,13,blue,small,gade,false,11,17,big,8/31/2020,15:15,12879,9758,4,1,"0
",NA
43,size,5,4,50,adj,contrast,18,blue,small,blicket,false,22,5,big,8/31/2020,15:15,7769,6888,3,4,"0
",NA
43,size,6,3,50,adj,differentshapes,19,green,big,sprock,false,4,21,small,8/31/2020,15:16,9290,7631,4,1,"0
",NA
43,size,7,0,0,,attncheck,0,,,undefined,false,4,21,small,8/31/2020,15:16,9290,7631,4,1,"7
",NA
43,size,8,0,0,,colorcheck,0,red,,undefined,true,4,21,small,8/31/2020,15:16,9290,7631,4,1,"7
",NA
43,size,9,0,0,,colorcheck,0,blue,,undefined,true,4,21,small,8/31/2020,15:16,9290,7631,4,1,"7
",NA
43,size,10,0,0,,colorcheck,0,blue,,undefined,true,4,21,small,8/31/2020,15:16,9290,7631,4,1,"7
",NA
43,size,11,0,0,,colorcheck,0,red,,undefined,true,4,21,small,8/31/2020,15:16,9290,7631,4,1,"7
",NA
33,size,1,1,66,noutt,differentshapes,20,purple,small,sprock,false,4,2,big,8/31/2020,18:13,11975,8857,3,2,"0
",NA
33,size,2,2,61,noutt,contrast,12,green,big,gade,false,13,22,small,8/31/2020,18:13,13982,7870,4,3,"0
",NA
33,size,3,5,100,noadj,differentshapes,7,purple,big,wug,false,23,10,small,8/31/2020,18:14,13736,8067,4,1,"0
",NA
33,size,4,6,88,noadj,contrast,17,purple,big,toma,false,3,18,small,8/31/2020,18:14,9151,5365,3,4,"0
",NA
33,size,5,4,77,adj,contrast,21,red,small,blicket,false,24,1,big,8/31/2020,18:14,20631,3478,3,4,"0
",NA
33,size,6,3,83,adj,differentshapes,19,red,big,dax,false,16,14,small,8/31/2020,18:14,6887,3095,4,2,"0
",NA
33,size,7,0,0,,attncheck,0,,,undefined,false,16,14,small,8/31/2020,18:14,6887,3095,4,2,"4
",NA
33,size,8,0,0,,colorcheck,0,red,,undefined,true,16,14,small,8/31/2020,18:14,6887,3095,4,2,"4
",NA
33,size,9,0,0,,colorcheck,0,blue,,undefined,true,16,14,small,8/31/2020,18:14,6887,3095,4,2,"4
",NA
33,size,10,0,0,,colorcheck,0,blue,,undefined,true,16,14,small,8/31/2020,18:14,6887,3095,4,2,"4
",NA
33,size,11,0,0,,colorcheck,0,red,,undefined,true,16,14,small,8/31/2020,18:14,6887,3095,4,2,"4
",NA
173,size,1,2,86,noutt,contrast,16,green,big,blicket,false,19,3,small,8/31/2020,18:13,13943,8686,4,3,"0
",NA
173,size,2,1,94,noutt,differentshapes,12,green,big,toma,false,17,13,small,8/31/2020,18:13,10284,10493,3,2,"0
",NA
173,size,3,5,88,noadj,differentshapes,22,red,small,sprock,false,23,11,big,8/31/2020,18:14,7874,13315,3,1,"0
",NA
173,size,4,3,97,adj,differentshapes,18,red,big,dax,false,2,21,small,8/31/2020,18:14,7175,6689,4,2,"0
",NA
173,size,5,6,95,noadj,contrast,15,green,small,wug,false,14,5,big,8/31/2020,18:14,7102,4778,4,3,"0
",NA
173,size,6,4,95,adj,contrast,1,green,small,gade,false,24,9,big,8/31/2020,18:14,7149,10271,4,3,"0
",NA
173,size,7,0,0,,attncheck,0,,,undefined,false,24,9,big,8/31/2020,18:14,7149,10271,4,3,"6
",NA
173,size,8,0,0,,colorcheck,0,red,,undefined,false,24,9,big,8/31/2020,18:14,7149,10271,4,3,"6
",NA
173,size,9,0,0,,colorcheck,0,blue,,undefined,true,24,9,big,8/31/2020,18:14,7149,10271,4,3,"6
",NA
173,size,10,0,0,,colorcheck,0,blue,,undefined,true,24,9,big,8/31/2020,18:14,7149,10271,4,3,"6
",NA
173,size,11,0,0,,colorcheck,0,red,,undefined,true,24,9,big,8/31/2020,18:14,7149,10271,4,3,"6
",NA
355,size,1,1,27,noutt,differentshapes,16,blue,small,toma,false,11,2,big,8/31/2020,18:13,19162,14307,4,1,"0
",NA
355,size,2,2,86,noutt,contrast,17,blue,big,dax,false,3,6,small,8/31/2020,18:13,17916,10867,3,4,"0
",NA
355,size,3,5,50,noadj,differentshapes,9,red,big,wug,false,24,14,small,8/31/2020,18:14,12570,8027,4,1,"0
",NA
355,size,4,4,30,adj,contrast,4,green,small,sprock,false,7,15,big,8/31/2020,18:14,8926,8795,3,4,"0
",NA
355,size,5,6,90,noadj,contrast,20,red,big,gade,false,5,21,small,8/31/2020,18:14,9951,7451,4,3,"0
",NA
355,size,6,3,31,adj,differentshapes,10,green,small,blicket,false,22,23,big,8/31/2020,18:15,10032,4231,3,1,"0
",NA
355,size,7,0,0,,attncheck,0,,,undefined,false,22,23,big,8/31/2020,18:15,10032,4231,3,1,"8
",NA
355,size,8,0,0,,colorcheck,0,red,,undefined,true,22,23,big,8/31/2020,18:15,10032,4231,3,1,"8
",NA
355,size,9,0,0,,colorcheck,0,blue,,undefined,true,22,23,big,8/31/2020,18:15,10032,4231,3,1,"8
",NA
355,size,10,0,0,,colorcheck,0,blue,,undefined,true,22,23,big,8/31/2020,18:15,10032,4231,3,1,"8
",NA
355,size,11,0,0,,colorcheck,0,red,,undefined,true,22,23,big,8/31/2020,18:15,10032,4231,3,1,"8
",NA
55,size,1,1,35,noutt,differentshapes,13,blue,small,gade,false,2,4,big,8/31/2020,18:12,10603,12622,4,1,"0
",NA
55,size,2,2,50,noutt,contrast,19,green,small,dax,false,17,7,big,8/31/2020,18:12,11966,8575,3,4,"0
",NA
55,size,3,4,25,adj,contrast,15,red,small,blicket,false,3,14,big,8/31/2020,18:13,11850,5293,3,4,"0
",NA
55,size,4,3,50,adj,differentshapes,12,blue,big,toma,false,11,8,small,8/31/2020,18:13,10748,5181,4,2,"0
",NA
55,size,5,5,41,noadj,differentshapes,18,blue,small,sprock,false,1,21,big,8/31/2020,18:13,7552,4587,3,2,"0
",NA
55,size,6,6,65,noadj,contrast,23,green,big,wug,false,6,5,small,8/31/2020,18:13,8281,3937,3,4,"0
",NA
55,size,7,0,0,,attncheck,0,,,undefined,false,6,5,small,8/31/2020,18:13,8281,3937,3,4,"8
",NA
55,size,8,0,0,,colorcheck,0,red,,undefined,true,6,5,small,8/31/2020,18:13,8281,3937,3,4,"8
",NA
55,size,9,0,0,,colorcheck,0,blue,,undefined,true,6,5,small,8/31/2020,18:13,8281,3937,3,4,"8
",NA
55,size,10,0,0,,colorcheck,0,blue,,undefined,true,6,5,small,8/31/2020,18:13,8281,3937,3,4,"8
",NA
55,size,11,0,0,,colorcheck,0,red,,undefined,true,6,5,small,8/31/2020,18:13,8281,3937,3,4,"8
",NA
317,size,1,1,10,noutt,differentshapes,20,blue,small,toma,false,8,24,big,8/31/2020,17:32,11873,30538,3,2,"0
",NA
317,size,2,2,3,noutt,contrast,15,purple,small,blicket,false,6,5,big,8/31/2020,17:33,9444,8277,4,3,"0
",NA
317,size,3,3,13,adj,differentshapes,13,blue,small,dax,false,19,23,big,8/31/2020,17:33,11653,3813,3,1,"0
",NA
317,size,4,5,17,noadj,differentshapes,3,green,big,gade,false,4,2,small,8/31/2020,17:33,9288,3894,4,1,"0
",NA
317,size,5,4,50,adj,contrast,14,blue,big,wug,false,1,9,small,8/31/2020,17:34,11461,18246,3,4,"0
",NA
317,size,6,6,50,noadj,contrast,22,red,small,sprock,false,10,7,big,8/31/2020,17:34,8758,6005,4,3,"0
",NA
317,size,7,0,0,,attncheck,0,,,undefined,false,10,7,big,8/31/2020,17:34,8758,6005,4,3,"7
",NA
317,size,8,0,0,,colorcheck,0,red,,undefined,true,10,7,big,8/31/2020,17:34,8758,6005,4,3,"7
",NA
317,size,9,0,0,,colorcheck,0,blue,,undefined,true,10,7,big,8/31/2020,17:34,8758,6005,4,3,"7
",NA
317,size,10,0,0,,colorcheck,0,blue,,undefined,true,10,7,big,8/31/2020,17:34,8758,6005,4,3,"7
",NA
317,size,11,0,0,,colorcheck,0,red,,undefined,true,10,7,big,8/31/2020,17:34,8758,6005,4,3,"7
",NA
101,color,1,2,39,noutt,contrast,17,green,big,toma,false,10,11,NA,8/31/2020,19:25,36763,37034,4,3,"0
",purple
101,color,2,1,72,noutt,differentshapes,14,red,big,sprock,false,15,23,NA,8/31/2020,19:26,26125,5711,3,1,"0
",blue
101,color,3,3,10,adj,differentshapes,18,blue,big,dax,false,8,20,NA,8/31/2020,19:27,31218,12602,3,2,"0
",red
101,color,4,4,15,adj,contrast,5,green,big,blicket,false,24,19,NA,8/31/2020,19:27,15898,5384,3,4,"0
",red
101,color,5,6,10,noadj,contrast,1,blue,big,wug,false,12,16,NA,8/31/2020,19:28,14470,23488,4,3,"0
",purple
101,color,6,5,10,noadj,differentshapes,7,red,big,gade,false,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"0
",blue
101,color,7,0,0,,attncheck,0,,,undefined,false,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"7
",blue
101,color,8,0,0,,colorcheck,0,red,,undefined,true,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"7
",blue
101,color,9,0,0,,colorcheck,0,blue,,undefined,true,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"7
",blue
101,color,10,0,0,,colorcheck,0,blue,,undefined,true,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"7
",blue
101,color,11,0,0,,colorcheck,0,red,,undefined,true,3,2,NA,8/31/2020,19:28,12384,7206,4,2,"7
",blue
319,color,1,2,70,noutt,contrast,10,blue,big,sprock,false,9,1,NA,8/31/2020,19:22,14767,9405,3,4,"0
",purple
319,color,2,1,50,noutt,differentshapes,7,blue,big,toma,false,12,18,NA,8/31/2020,19:22,12361,7480,4,2,"0
",red
319,color,3,4,50,adj,contrast,19,blue,big,gade,false,5,20,NA,8/31/2020,19:22,10237,4496,4,3,"0
",purple
319,color,4,6,50,noadj,contrast,17,purple,big,blicket,false,13,15,NA,8/31/2020,19:22,8671,5221,4,3,"0
",red
319,color,5,3,50,adj,differentshapes,24,red,big,wug,false,8,3,NA,8/31/2020,19:23,8360,5720,3,2,"0
",blue
319,color,6,5,50,noadj,differentshapes,4,purple,big,dax,false,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"0
",green
319,color,7,0,0,,attncheck,0,,,undefined,false,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"8
",green
319,color,8,0,0,,colorcheck,0,red,,undefined,true,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"8
",green
319,color,9,0,0,,colorcheck,0,blue,,undefined,true,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"8
",green
319,color,10,0,0,,colorcheck,0,blue,,undefined,true,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"8
",green
319,color,11,0,0,,colorcheck,0,red,,undefined,true,14,21,NA,8/31/2020,19:23,8442,5872,4,1,"8
",green
151,color,1,2,52,noutt,contrast,10,green,big,wug,false,21,24,NA,8/31/2020,19:24,21012,17560,4,3,"0
",blue
151,color,2,1,75,noutt,differentshapes,19,red,big,toma,false,17,4,NA,8/31/2020,19:24,12765,10881,4,2,"0
",blue
151,color,3,5,76,noadj,differentshapes,11,blue,big,sprock,false,6,23,NA,8/31/2020,19:25,19723,8626,4,2,"0
",green
151,color,4,6,74,noadj,contrast,7,green,big,gade,false,3,5,NA,8/31/2020,19:25,9970,6390,4,3,"0
",blue
151,color,5,3,78,adj,differentshapes,8,purple,big,dax,false,2,12,NA,8/31/2020,19:26,11135,22299,3,2,"0
",blue
151,color,6,4,50,adj,contrast,13,blue,big,blicket,false,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"0
",purple
151,color,7,0,0,,attncheck,0,,,undefined,false,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"7
",purple
151,color,8,0,0,,colorcheck,0,red,,undefined,true,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"7
",purple
151,color,9,0,0,,colorcheck,0,blue,,undefined,true,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"7
",purple
151,color,10,0,0,,colorcheck,0,blue,,undefined,true,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"7
",purple
151,color,11,0,0,,colorcheck,0,red,,undefined,true,20,1,NA,8/31/2020,19:27,28216,12580,3,4,"7
",purple
49,color,1,2,88,noutt,contrast,22,green,big,dax,false,3,23,NA,8/31/2020,18:31,8153,64517,3,4,"0
",purple
49,color,2,1,93,noutt,differentshapes,15,blue,big,blicket,false,11,4,NA,8/31/2020,18:31,7432,5481,4,1,"0
",red
49,color,3,5,98,noadj,differentshapes,7,red,big,wug,false,18,6,NA,8/31/2020,18:31,8142,7246,4,1,"0
",purple
49,color,4,6,98,noadj,contrast,2,green,big,gade,false,1,24,NA,8/31/2020,18:31,7601,4166,3,4,"0
",red
49,color,5,3,94,adj,differentshapes,16,purple,big,toma,false,5,19,NA,8/31/2020,18:32,7750,5365,3,2,"0
",red
49,color,6,4,93,adj,contrast,12,green,big,sprock,false,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"0
",purple
49,color,7,0,0,,attncheck,0,,,undefined,false,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"5
",purple
49,color,8,0,0,,colorcheck,0,red,,undefined,true,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"5
",purple
49,color,9,0,0,,colorcheck,0,blue,,undefined,false,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"5
",purple
49,color,10,0,0,,colorcheck,0,blue,,undefined,true,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"5
",purple
49,color,11,0,0,,colorcheck,0,red,,undefined,true,20,9,NA,8/31/2020,18:32,7118,6151,3,4,"5
",purple
338,color,1,1,87,noutt,differentshapes,11,purple,big,gade,false,21,24,NA,8/31/2020,16:24,18437,9298,3,2,"0
",blue
338,color,2,2,60,noutt,contrast,23,red,big,blicket,false,3,8,NA,8/31/2020,16:24,8438,5368,4,3,"0
",blue
338,color,3,5,73,noadj,differentshapes,10,purple,big,toma,false,15,22,NA,8/31/2020,16:24,7461,4753,3,2,"0
",red
338,color,4,4,76,adj,contrast,2,blue,big,wug,false,18,20,NA,8/31/2020,16:24,9568,7094,3,4,"0
",red
338,color,5,6,86,noadj,contrast,12,green,big,sprock,false,5,9,NA,8/31/2020,16:25,8094,4757,4,3,"0
",red
338,color,6,3,69,adj,differentshapes,14,green,big,dax,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"0
",purple
338,color,7,0,0,,attncheck,0,,,undefined,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"5
",purple
338,color,8,0,0,,colorcheck,0,red,,undefined,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"5
",purple
338,color,9,0,0,,colorcheck,0,blue,,undefined,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"5
",purple
338,color,10,0,0,,colorcheck,0,blue,,undefined,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"5
",purple
338,color,11,0,0,,colorcheck,0,red,,undefined,false,17,1,NA,8/31/2020,16:25,7412,7305,3,2,"5
",purple
143,color,1,2,31,noutt,contrast,12,purple,big,dax,false,15,23,NA,8/31/2020,18:41,38388,22276,3,4,"0
",green
143,color,2,1,57,noutt,differentshapes,11,red,big,blicket,false,20,8,NA,8/31/2020,18:41,18827,12869,4,1,"0
",purple
143,color,3,4,66,adj,contrast,6,blue,big,sprock,false,5,18,NA,8/31/2020,18:42,16283,8151,4,3,"0
",purple
143,color,4,5,28,noadj,differentshapes,4,purple,big,gade,false,7,24,NA,8/31/2020,18:42,11779,9130,4,2,"0
",green
143,color,5,3,54,adj,differentshapes,16,blue,big,toma,false,22,21,NA,8/31/2020,18:43,11131,8300,4,1,"0
",red
143,color,6,6,68,noadj,contrast,17,purple,big,wug,false,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"0
",red
143,color,7,0,0,,attncheck,0,,,undefined,false,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"7
",red
143,color,8,0,0,,colorcheck,0,red,,undefined,true,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"7
",red
143,color,9,0,0,,colorcheck,0,blue,,undefined,true,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"7
",red
143,color,10,0,0,,colorcheck,0,blue,,undefined,true,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"7
",red
143,color,11,0,0,,colorcheck,0,red,,undefined,true,3,13,NA,8/31/2020,18:43,10838,6466,4,3,"7
",red
241,color,1,2,58,noutt,contrast,11,blue,big,sprock,false,3,22,NA,8/31/2020,19:20,8741,13644,4,3,"0
",red
241,color,2,1,53,noutt,differentshapes,12,purple,big,wug,false,17,10,NA,8/31/2020,19:20,8471,3302,4,2,"0
",red
241,color,3,5,99,noadj,differentshapes,9,green,big,toma,false,4,5,NA,8/31/2020,19:20,7783,7091,4,1,"0
",red
241,color,4,3,53,adj,differentshapes,19,blue,big,gade,false,23,14,NA,8/31/2020,19:20,7746,3493,4,1,"0
",red
241,color,5,4,51,adj,contrast,24,red,big,blicket,false,16,6,NA,8/31/2020,19:21,7462,3210,3,4,"0
",purple
241,color,6,6,51,noadj,contrast,7,blue,big,dax,false,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"0
",purple
241,color,7,0,0,,attncheck,0,,,undefined,false,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"7
",purple
241,color,8,0,0,,colorcheck,0,red,,undefined,true,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"7
",purple
241,color,9,0,0,,colorcheck,0,blue,,undefined,true,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"7
",purple
241,color,10,0,0,,colorcheck,0,blue,,undefined,true,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"7
",purple
241,color,11,0,0,,colorcheck,0,red,,undefined,true,20,18,NA,8/31/2020,19:21,7949,4702,3,4,"7
",purple
108,color,1,1,62,noutt,differentshapes,5,purple,big,wug,false,18,24,NA,8/31/2020,19:27,9777,9560,4,2,"0
",red
108,color,2,2,71,noutt,contrast,16,blue,big,gade,false,19,4,NA,8/31/2020,19:28,7367,7086,4,3,"0
",red
108,color,3,6,80,noadj,contrast,15,blue,big,toma,false,17,12,NA,8/31/2020,19:28,11822,3426,3,4,"0
",green
108,color,4,4,86,adj,contrast,11,purple,big,dax,false,22,21,NA,8/31/2020,19:28,7287,3375,3,4,"0
",green
108,color,5,3,83,adj,differentshapes,2,green,big,blicket,false,1,13,NA,8/31/2020,19:28,13809,2990,4,2,"0
",purple
108,color,6,5,94,noadj,differentshapes,3,purple,big,sprock,false,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"0
",green
108,color,7,0,0,,attncheck,0,,,undefined,false,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"5
",green
108,color,8,0,0,,colorcheck,0,red,,undefined,true,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"5
",green
108,color,9,0,0,,colorcheck,0,blue,,undefined,true,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"5
",green
108,color,10,0,0,,colorcheck,0,blue,,undefined,true,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"5
",green
108,color,11,0,0,,colorcheck,0,red,,undefined,true,7,10,NA,8/31/2020,19:28,8766,2441,3,2,"5
",green
324,color,1,1,66,noutt,differentshapes,1,purple,big,dax,false,22,4,NA,8/31/2020,16:32,31846,14146,4,2,"0
",green
324,color,2,2,50,noutt,contrast,21,green,big,gade,false,19,12,NA,8/31/2020,16:33,16865,6563,3,4,"0
",blue
324,color,3,6,50,noadj,contrast,18,green,big,toma,false,10,2,NA,8/31/2020,16:33,13252,7019,3,4,"0
",blue
324,color,4,4,50,adj,contrast,8,red,big,sprock,false,13,5,NA,8/31/2020,16:34,11046,5610,3,4,"0
",purple
324,color,5,5,33,noadj,differentshapes,17,red,big,blicket,false,9,15,NA,8/31/2020,16:34,13363,7523,4,1,"0
",purple
324,color,6,3,33,adj,differentshapes,20,purple,big,wug,false,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"0
",red
324,color,7,0,0,,attncheck,0,,,undefined,false,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"8
",red
324,color,8,0,0,,colorcheck,0,red,,undefined,true,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"8
",red
324,color,9,0,0,,colorcheck,0,blue,,undefined,true,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"8
",red
324,color,10,0,0,,colorcheck,0,blue,,undefined,true,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"8
",red
324,color,11,0,0,,colorcheck,0,red,,undefined,true,14,6,NA,8/31/2020,16:34,8883,5610,3,2,"8
",red
384,size,1,2,14,noutt,contrast,2,purple,small,sprock,false,16,21,big,8/31/2020,18:20,18948,51117,4,3,"0
",NA
384,size,2,1,18,noutt,differentshapes,10,blue,small,toma,false,5,1,big,8/31/2020,18:20,16437,28440,3,2,"0
",NA
384,size,3,3,16,adj,differentshapes,18,blue,small,gade,false,3,15,big,8/31/2020,18:21,15805,12261,4,2,"0
",NA
384,size,4,5,36,noadj,differentshapes,11,red,big,wug,false,22,13,small,8/31/2020,18:21,26862,11468,3,2,"0
",NA
384,size,5,4,24,adj,contrast,7,blue,big,blicket,false,6,14,small,8/31/2020,18:22,16316,14839,4,3,"0
",NA
384,size,6,6,30,noadj,contrast,23,blue,big,dax,false,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
384,size,7,0,0,,attncheck,0,,,undefined,false,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
384,size,8,0,0,,colorcheck,0,red,,undefined,true,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
384,size,9,0,0,,colorcheck,0,blue,,undefined,true,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
384,size,10,0,0,,colorcheck,0,blue,,undefined,true,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
384,size,11,0,0,,colorcheck,0,red,,undefined,true,17,4,small,8/31/2020,18:22,9165,10009,4,3,"0
",NA
178,size,1,1,72,noutt,differentshapes,19,green,small,sprock,false,4,1,big,8/31/2020,19:32,8760,5941,3,1,"0
",NA
178,size,2,2,75,noutt,contrast,11,blue,small,toma,false,7,3,big,8/31/2020,19:33,7977,8438,3,4,"0
",NA
178,size,3,5,67,noadj,differentshapes,15,blue,small,blicket,false,18,12,big,8/31/2020,19:33,7555,3013,3,1,"0
",NA
178,size,4,4,71,adj,contrast,24,purple,small,gade,false,22,20,big,8/31/2020,19:33,8004,5246,4,3,"0
",NA
178,size,5,6,69,noadj,contrast,16,blue,big,wug,false,9,13,small,8/31/2020,19:33,7456,3339,3,4,"0
",NA
178,size,6,3,71,adj,differentshapes,2,purple,big,dax,false,23,21,small,8/31/2020,19:33,7358,4343,3,2,"0
",NA
178,size,7,0,0,,attncheck,0,,,undefined,false,23,21,small,8/31/2020,19:33,7358,4343,3,2,"3
",NA
178,size,8,0,0,,colorcheck,0,red,,undefined,true,23,21,small,8/31/2020,19:33,7358,4343,3,2,"3
",NA
178,size,9,0,0,,colorcheck,0,blue,,undefined,true,23,21,small,8/31/2020,19:33,7358,4343,3,2,"3
",NA
178,size,10,0,0,,colorcheck,0,blue,,undefined,true,23,21,small,8/31/2020,19:33,7358,4343,3,2,"3
",NA
178,size,11,0,0,,colorcheck,0,red,,undefined,true,23,21,small,8/31/2020,19:33,7358,4343,3,2,"3
",NA
205,size,1,2,41,noutt,contrast,19,purple,small,toma,false,1,14,big,8/31/2020,19:18,9013,11338,3,4,"0
",NA
205,size,2,1,77,noutt,differentshapes,17,green,big,wug,false,13,8,small,8/31/2020,19:19,9343,4088,4,2,"0
",NA
205,size,3,4,45,adj,contrast,10,green,big,blicket,false,21,20,small,8/31/2020,19:19,9996,4144,4,3,"0
",NA
205,size,4,6,39,noadj,contrast,18,red,small,sprock,false,24,16,big,8/31/2020,19:19,7612,3706,4,3,"0
",NA
205,size,5,5,56,noadj,differentshapes,23,red,small,gade,false,5,11,big,8/31/2020,19:19,7158,3829,3,2,"0
",NA
205,size,6,3,82,adj,differentshapes,22,blue,big,dax,false,6,3,small,8/31/2020,19:19,7413,2782,4,1,"0
",NA
205,size,7,0,0,,attncheck,0,,,undefined,false,6,3,small,8/31/2020,19:19,7413,2782,4,1,"3
",NA
205,size,8,0,0,,colorcheck,0,red,,undefined,true,6,3,small,8/31/2020,19:19,7413,2782,4,1,"3
",NA
205,size,9,0,0,,colorcheck,0,blue,,undefined,true,6,3,small,8/31/2020,19:19,7413,2782,4,1,"3
",NA
205,size,10,0,0,,colorcheck,0,blue,,undefined,true,6,3,small,8/31/2020,19:19,7413,2782,4,1,"3
",NA
205,size,11,0,0,,colorcheck,0,red,,undefined,true,6,3,small,8/31/2020,19:19,7413,2782,4,1,"3
",NA
373,size,1,1,60,noutt,differentshapes,4,red,small,blicket,false,6,16,big,8/31/2020,16:22,16069,19129,4,1,"0
",NA
373,size,2,2,68,noutt,contrast,21,blue,big,toma,false,15,2,small,8/31/2020,16:22,10237,14531,4,3,"0
",NA
373,size,3,4,78,adj,contrast,13,green,big,wug,false,3,14,small,8/31/2020,16:22,8785,7486,3,4,"0
",NA
373,size,4,6,54,noadj,contrast,9,blue,big,dax,false,24,23,small,8/31/2020,16:23,9962,6774,3,4,"0
",NA
373,size,5,5,75,noadj,differentshapes,7,green,small,sprock,false,11,5,big,8/31/2020,16:23,8477,16022,3,1,"0
",NA
373,size,6,3,46,adj,differentshapes,19,red,big,gade,false,18,10,small,8/31/2020,16:23,7885,4080,4,2,"0
",NA
373,size,7,0,0,,attncheck,0,,,undefined,false,18,10,small,8/31/2020,16:23,7885,4080,4,2,"5
",NA
373,size,8,0,0,,colorcheck,0,red,,undefined,false,18,10,small,8/31/2020,16:23,7885,4080,4,2,"5
",NA
373,size,9,0,0,,colorcheck,0,blue,,undefined,true,18,10,small,8/31/2020,16:23,7885,4080,4,2,"5
",NA
373,size,10,0,0,,colorcheck,0,blue,,undefined,true,18,10,small,8/31/2020,16:23,7885,4080,4,2,"5
",NA
373,size,11,0,0,,colorcheck,0,red,,undefined,true,18,10,small,8/31/2020,16:23,7885,4080,4,2,"5
",NA
283,size,1,2,61,noutt,contrast,16,purple,big,sprock,false,14,18,small,8/31/2020,18:38,16937,8787,4,3,"0
",NA
283,size,2,1,40,noutt,differentshapes,19,red,big,blicket,false,5,15,small,8/31/2020,18:38,8936,5834,4,2,"0
",NA
283,size,3,4,51,adj,contrast,23,red,small,gade,false,4,12,big,8/31/2020,18:38,10361,4335,4,3,"0
",NA
283,size,4,3,25,adj,differentshapes,22,green,small,wug,false,2,6,big,8/31/2020,18:39,6932,5141,4,1,"0
",NA
283,size,5,5,68,noadj,differentshapes,11,blue,big,dax,false,1,10,small,8/31/2020,18:39,9111,4946,3,1,"0
",NA
283,size,6,6,17,noadj,contrast,24,purple,big,toma,false,13,3,small,8/31/2020,18:39,7608,4247,3,4,"0
",NA
283,size,7,0,0,,attncheck,0,,,undefined,false,13,3,small,8/31/2020,18:39,7608,4247,3,4,"5
",NA
283,size,8,0,0,,colorcheck,0,red,,undefined,true,13,3,small,8/31/2020,18:39,7608,4247,3,4,"5
",NA
283,size,9,0,0,,colorcheck,0,blue,,undefined,true,13,3,small,8/31/2020,18:39,7608,4247,3,4,"5
",NA
