subject,session,utt_id,noun,adj,prenominal,adj_stem,noun_stem,x1,x2,x3,x4,x5,mean_typ,article,noun_conc,noun_freq,age
72,12,318030,game,green,FALSE,green,game,3,1,1,2,NA,1.75,a,4.5,1594,58
72,12,318048,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318048,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318055,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318133,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318133,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318174,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318174,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318175,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318175,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318175,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318176,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318176,picture,green,FALSE,green,pictur,4,3,2,NA,NA,3,a,4.52,2025,58
72,12,318176,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318176,board,green,FALSE,green,board,2,3,2,1,NA,2,a,4.57,171,58
72,12,318197,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318197,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318200,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318200,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318201,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318201,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318204,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318204,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318205,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318205,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318255,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318255,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318255,picture,green,FALSE,green,pictur,4,3,2,NA,NA,3,a,4.52,2025,58
72,12,318255,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318255,game,green,FALSE,green,game,3,1,1,2,NA,1.75,a,4.5,1594,58
72,12,318262,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318262,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318263,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318263,egg,green,FALSE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318263,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318263,egg,green,FALSE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318275,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318275,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318304,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318304,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318309,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318309,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318310,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318310,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318313,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318313,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318313,board,green,FALSE,green,board,2,3,2,1,NA,2,a,4.57,171,58
72,12,318315,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318315,egg,green,FALSE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318315,board,green,FALSE,green,board,2,3,2,1,NA,2,a,4.57,171,58
72,12,318322,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318358,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318358,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318359,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318359,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318404,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318404,ham,green,FALSE,green,ham,2,2,1,2,NA,1.75,NA,4.9,126,58
72,12,318404,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318406,egg,green,TRUE,green,egg,1,1,1,2,NA,1.25,an,4.97,833,58
72,12,318406,card,green,FALSE,green,card,4,3,3,NA,NA,3.3333333333333335,a,4.9,852,58
72,12,318406,deck,green,FALSE,green,deck,5,2,3,3,NA,3.25,a,4.77,40,58
72,12,318411,sandal,green,FALSE,green,sandal,3,3,3,3,NA,3,a,4.68,79,58
72,12,318546,lemonade,pink,TRUE,pink,lemonad,3,4,4,4,NA,3.75,NA,4.83,54,58
73,5,321703,day,sunny,TRUE,sunni,dai,5,5,4,3,NA,4.25,a,3.92,1211,30
73,5,321714,day,sunny,TRUE,sunni,dai,5,5,4,3,NA,4.25,a,3.92,1211,30
73,5,321732,day,rainy,TRUE,raini,dai,4,3,3,3,NA,3.25,a,3.92,1211,30
73,5,321733,day,rainy,TRUE,raini,dai,4,3,3,3,NA,3.25,a,3.92,1211,30
73,5,321738,day,snowy,TRUE,snowi,dai,1,3,3,3,NA,2.5,a,3.92,1211,30
73,9,323286,water,hot,TRUE,hot,water,6,5,5,4,NA,5,NA,5,2636,46
74,1,324026,crayon,green,TRUE,green,crayon,5,4,3,4,NA,4,a,4.87,702,14
74,1,324033,rattle,pink,TRUE,pink,rattl,5,3,3,3,NA,3.5,a,4.07,35,14
74,1,324181,water,hot,FALSE,hot,water,6,5,5,4,NA,5,NA,5,2636,14
74,1,324248,chair,green,TRUE,green,chair,3,3,2,3,NA,2.75,a,4.58,1154,14
74,2,324463,laundry,dirty,TRUE,dirti,laundri,4,5,5,5,NA,4.75,NA,4.93,189,18
74,4,325437,blanket,dirty,FALSE,dirti,blanket,5,4,1,NA,NA,3.3333333333333335,a,5,316,26
74,4,325537,car,yellow,TRUE,yellow,car,2,2,3,2,NA,2.25,a,4.89,2310,26
74,4,325771,cow,red,FALSE,red,cow,3,3,1,1,NA,2,a,4.96,597,26
74,5,326071,crayon,pink,TRUE,pink,crayon,2,3,NA,NA,NA,2.5,a,4.87,702,30
74,5,326078,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326078,bear,pink,FALSE,pink,bear,2,1,1,3,NA,1.75,a,4.88,1182,30
74,5,326129,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326130,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326131,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326132,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326133,jam,pink,TRUE,pink,jam,1,2,3,4,NA,2.5,NA,4.71,75,30
74,5,326136,paper,purple,FALSE,purpl,paper,2,3,2,3,NA,2.5,a,4.93,1084,30
74,5,326154,bear,pink,TRUE,pink,bear,2,1,1,3,NA,1.75,a,4.88,1182,30
74,5,326199,picture,yellow,FALSE,yellow,pictur,3,3,2,3,NA,2.75,a,4.52,2025,30
74,5,326199,crayon,yellow,FALSE,yellow,crayon,3,3,3,4,NA,3.25,a,4.87,702,30
74,5,326200,picture,pink,FALSE,pink,pictur,3,2,2,2,NA,2.25,a,4.52,2025,30
74,5,326200,crayon,pink,FALSE,pink,crayon,2,3,NA,NA,NA,2.5,a,4.87,702,30
74,5,326201,picture,purple,FALSE,purpl,pictur,2,3,3,6,NA,3.5,a,4.52,2025,30
74,5,326201,crayon,purple,FALSE,purpl,crayon,5,5,2,NA,NA,4,a,4.87,702,30
74,5,326202,picture,red,FALSE,red,pictur,2,3,3,2,NA,2.5,a,4.52,2025,30
74,5,326202,crayon,red,FALSE,red,crayon,3,3,3,5,NA,3.5,a,4.87,702,30
74,5,326203,picture,orange,FALSE,orang,pictur,2,2,2,3,NA,2.25,a,4.52,2025,30
74,5,326203,crayon,orange,FALSE,orang,crayon,3,4,3,3,NA,3.25,a,4.87,702,30
74,6,326576,pepper,green,TRUE,green,pepper,3,4,3,NA,NA,3.3333333333333335,a,4.59,90,34
74,6,326576,pepper,green,TRUE,green,pepper,3,4,3,NA,NA,3.3333333333333335,a,4.59,90,34
74,7,327147,frog,hot,FALSE,hot,frog,3,2,4,2,NA,2.75,a,5,513,38
74,7,327316,laundry,dirty,FALSE,dirti,laundri,4,5,5,5,NA,4.75,NA,4.93,189,38
74,8,327375,head,thick,FALSE,thick,head,2,3,3,NA,NA,2.6666666666666665,a,4.75,1340,42
74,8,327375,brick,thick,FALSE,thick,brick,6,5,3,4,NA,4.5,a,4.83,53,42
74,8,327556,onion,juicy,TRUE,juici,onion,4,3,5,5,NA,4.25,an,4.86,66,42
74,8,327684,pepper,green,TRUE,green,pepper,3,4,3,NA,NA,3.3333333333333335,a,4.59,90,42
74,8,327684,pepper,green,FALSE,green,pepper,3,4,3,NA,NA,3.3333333333333335,a,4.59,90,42
74,9,327929,tomato,green,TRUE,green,tomato,3,4,3,5,NA,3.75,a,5,154,46
74,9,327930,tomato,green,TRUE,green,tomato,3,4,3,5,NA,3.75,a,5,154,46
74,9,328028,couch,yellow,FALSE,yellow,couch,2,3,3,3,NA,2.75,a,4.71,432,46
74,9,328031,guy,wet,FALSE,wet,gui,2,2,1,5,NA,2.5,a,4.68,2618,46
74,9,328031,spot,wet,FALSE,wet,spot,7,3,3,3,2,3.6,a,4.21,379,46
74,9,328032,spot,wet,TRUE,wet,spot,7,3,3,3,2,3.6,a,4.21,379,46
74,9,328071,pepper,purple,TRUE,purpl,pepper,1,1,2,2,NA,1.5,a,4.59,90,46
74,9,328128,bowl,red,TRUE,red,bowl,3,3,2,3,NA,2.75,a,4.87,477,46
74,9,328574,oil,olive,TRUE,oliv,oil,3,3,4,NA,NA,3.3333333333333335,NA,4.93,67,46
74,9,328575,oil,olive,TRUE,oliv,oil,3,3,4,NA,NA,3.3333333333333335,NA,4.93,67,46
74,9,328600,foot,rubber,TRUE,rubber,foot,1,2,2,NA,NA,1.6666666666666667,a,4.9,1572,46
74,10,328895,floor,dirty,FALSE,dirti,floor,3,3,4,NA,NA,3.3333333333333335,a,4.8,1055,50
74,10,328959,hand,orange,FALSE,orang,hand,2,2,2,1,NA,1.75,a,4.72,3146,50
74,10,329125,elephant,fat,TRUE,fat,eleph,2,6,7,5,NA,5,an,5,688,50
74,10,329140,suit,dirty,TRUE,dirti,suit,6,4,4,3,NA,4.25,a,4.97,102,50
74,10,329141,suit,dirty,TRUE,dirti,suit,6,4,4,3,NA,4.25,a,4.97,102,50
74,10,329144,water,dirty,TRUE,dirti,water,5,3,5,2,NA,3.75,NA,5,2636,50
74,10,329155,water,dirty,TRUE,dirti,water,5,3,5,2,NA,3.75,NA,5,2636,50
74,10,329158,water,dirty,FALSE,dirti,water,5,3,5,2,NA,3.75,NA,5,2636,50
74,10,329158,water,dirty,TRUE,dirti,water,5,3,5,2,NA,3.75,NA,5,2636,50
74,11,329263,light,red,TRUE,red,light,3,5,3,3,NA,3.5,a,4.21,768,54
74,11,329264,light,green,FALSE,green,light,3,2,2,2,NA,2.25,a,4.21,768,54
74,11,329270,light,green,TRUE,green,light,3,2,2,2,NA,2.25,a,4.21,768,54
74,11,329443,light,green,TRUE,green,light,3,2,2,2,NA,2.25,a,4.21,768,54
74,11,329447,light,green,TRUE,green,light,3,2,2,2,NA,2.25,a,4.21,768,54
74,12,329923,hen,fat,TRUE,fat,hen,5,5,4,5,NA,4.75,a,4.9,53,58
74,12,329938,bottle,plastic,TRUE,plastic,bottl,4,3,5,NA,NA,4,a,4.91,378,58
74,12,329938,kitchen,plastic,FALSE,plastic,kitchen,2,2,3,2,NA,2.25,a,4.97,520,58
74,12,329968,purple,pink,FALSE,pink,purpl,3,1,1,NA,NA,1.6666666666666667,a,4.04,1245,58
74,12,330064,lawn,green,TRUE,green,lawn,5,6,4,5,NA,5,a,4.93,41,58
74,12,330339,lunch,hot,TRUE,hot,lunch,5,5,5,NA,NA,5,a,4.31,798,58
74,12,330368,rope,thick,FALSE,thick,rope,4,5,4,3,NA,4,a,4.93,114,58
75,1,330465,car,orange,FALSE,orang,car,3,3,2,5,NA,3.25,a,4.89,2310,14
75,1,330466,honey,purple,FALSE,purpl,honei,1,1,1,1,NA,1,NA,4.88,2460,14
75,1,330467,plum,purple,FALSE,purpl,plum,5,4,5,NA,NA,4.666666666666667,a,4.85,33,14
75,1,330467,ball,purple,FALSE,purpl,ball,2,3,3,3,NA,2.75,a,5,2407,14
75,1,330663,tomato,red,TRUE,red,tomato,6,6,7,3,NA,5.5,a,5,154,14
75,1,331078,honey,red,FALSE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,14
75,1,331454,apple,red,TRUE,red,appl,7,5,6,3,NA,5.25,an,5,800,14
75,1,331456,apple,red,TRUE,red,appl,7,5,6,3,NA,5.25,an,5,800,14
75,1,331458,sun,yellow,TRUE,yellow,sun,7,6,7,7,NA,6.75,a,4.83,424,14
75,1,331459,banana,yellow,TRUE,yellow,banana,5,5,7,6,NA,5.75,a,5,530,14
75,1,331573,shower,slippery,FALSE,slipperi,shower,4,3,3,5,3,3.6,a,4.89,69,14
75,1,331573,curtain,wet,FALSE,wet,curtain,5,4,2,3,NA,3.5,a,4.82,37,14
75,1,331573,curtain,slippery,FALSE,slipperi,curtain,2,1,2,1,NA,1.5,a,4.82,37,14
75,1,331756,circle,yellow,TRUE,yellow,circl,3,3,6,NA,NA,4,a,4.44,974,14
75,2,332578,garage,rusty,FALSE,rusti,garag,2,2,5,NA,NA,3,a,4.96,179,18
75,2,334075,mitt,dirty,FALSE,dirti,mitt,3,5,3,5,NA,4,a,4.76,23,18
75,3,334872,rabbit,red,FALSE,red,rabbit,2,2,1,2,NA,1.75,a,4.93,265,22
75,3,334872,flower,red,FALSE,red,flower,3,3,4,3,NA,3.25,a,5,783,22
75,3,334889,ribbon,red,TRUE,red,ribbon,5,4,5,5,5,4.8,a,4.89,36,22
75,3,334891,ribbon,red,TRUE,red,ribbon,5,4,5,5,5,4.8,a,4.89,36,22
75,3,334896,orange,orange,FALSE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,22
75,3,334896,orange,orange,FALSE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,22
75,3,334896,tail,orange,FALSE,orang,tail,3,3,3,3,NA,3,a,4.96,375,22
75,3,334918,chick,yellow,FALSE,yellow,chick,5,6,7,5,NA,5.75,a,4.93,110,22
75,3,334920,chick,yellow,TRUE,yellow,chick,5,6,7,5,NA,5.75,a,4.93,110,22
75,3,334921,chick,yellow,TRUE,yellow,chick,5,6,7,5,NA,5.75,a,4.93,110,22
75,3,334929,leg,green,FALSE,green,leg,2,1,1,1,NA,1.25,a,4.83,774,22
75,3,334951,wing,purple,TRUE,purpl,wing,3,2,2,3,NA,2.5,a,4.86,122,22
75,3,334958,rain,red,FALSE,red,rain,1,1,1,1,NA,1,NA,4.97,308,22
75,3,334958,rain,orange,FALSE,orang,rain,1,2,2,1,NA,1.5,NA,4.97,308,22
75,3,334958,rain,green,FALSE,green,rain,5,1,1,NA,NA,2.3333333333333335,NA,4.97,308,22
75,3,334958,color,orange,FALSE,orang,color,3,7,3,3,NA,4,a,4.08,4028,22
75,3,334958,color,green,FALSE,green,color,3,3,5,5,NA,4,a,4.08,4028,22
75,3,334958,sunshine,red,FALSE,red,sunshin,1,2,1,5,NA,2.25,NA,4.21,39,22
75,3,334958,sunshine,orange,FALSE,orang,sunshin,1,2,2,3,NA,2,NA,4.21,39,22
75,3,334958,sunshine,green,FALSE,green,sunshin,1,1,1,1,NA,1,NA,4.21,39,22
75,3,335242,body,silky,FALSE,silki,bodi,2,2,3,2,NA,2.25,a,4.79,200,22
75,3,335243,spider,silky,FALSE,silki,spider,3,3,2,3,NA,2.75,a,4.97,358,22
75,3,335243,fence,silky,FALSE,silki,fenc,1,1,2,1,NA,1.25,a,4.82,120,22
75,3,335243,web,silky,FALSE,silki,web,5,7,5,6,NA,5.75,a,4.37,91,22
75,3,335658,stair,back,FALSE,back,stair,3,3,2,NA,NA,2.6666666666666665,a,4.93,330,22
75,3,335659,stair,back,FALSE,back,stair,3,3,2,NA,NA,2.6666666666666665,a,4.93,330,22
75,4,336804,car,green,TRUE,green,car,3,5,3,3,NA,3.5,a,4.89,2310,26
75,4,337055,baby,sunburned,FALSE,sunburn,babi,2,3,2,3,NA,2.5,a,5,4923,26
75,4,337055,head,sunburned,FALSE,sunburn,head,6,2,3,2,NA,3.25,a,4.75,1340,26
75,4,337148,hat,yellow,TRUE,yellow,hat,6,4,3,3,NA,4,a,4.88,886,26
75,4,337294,hat,yellow,TRUE,yellow,hat,6,4,3,3,NA,4,a,4.88,886,26
75,4,337294,pizza,yellow,FALSE,yellow,pizza,2,2,3,1,NA,2,a,5,283,26
75,4,338192,block,red,FALSE,red,block,3,5,4,3,NA,3.75,a,4.48,1185,26
75,4,338194,block,red,TRUE,red,block,3,5,4,3,NA,3.75,a,4.48,1185,26
75,5,338337,strawberry,red,FALSE,red,strawberri,5,6,5,6,NA,5.5,a,5,347,30
75,5,338347,pineapple,juicy,TRUE,juici,pineappl,5,6,6,5,NA,5.5,a,4.94,62,30
75,5,339581,guy,yellow,TRUE,yellow,gui,1,3,3,1,NA,2,a,4.68,2618,30
75,5,339584,guy,yellow,TRUE,yellow,gui,1,3,3,1,NA,2,a,4.68,2618,30
75,6,339638,triangle,square,FALSE,squar,triangl,1,1,1,1,NA,1,a,4.52,339,34
75,6,339660,square,red,TRUE,red,squar,3,4,2,3,NA,3,a,4.33,431,34
75,6,339669,hat,yellow,TRUE,yellow,hat,6,4,3,3,NA,4,a,4.88,886,34
75,6,339680,triangle,square,FALSE,squar,triangl,1,1,1,1,NA,1,a,4.52,339,34
75,6,340167,tower,yellow,FALSE,yellow,tower,3,3,3,2,NA,2.75,a,4.76,326,34
75,6,340168,tower,yellow,FALSE,yellow,tower,3,3,3,2,NA,2.75,a,4.76,326,34
75,6,340466,honey,red,FALSE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,34
75,6,340470,wagon,red,FALSE,red,wagon,3,6,5,5,NA,4.75,a,4.89,89,34
75,6,340471,wagon,red,TRUE,red,wagon,3,6,5,5,NA,4.75,a,4.89,89,34
75,6,340473,basket,red,TRUE,red,basket,1,2,3,3,NA,2.25,a,5,292,34
75,6,340474,basket,red,TRUE,red,basket,1,2,3,3,NA,2.25,a,5,292,34
75,6,340633,hair,blond,FALSE,blond,hair,4,3,4,3,NA,3.5,a,4.97,1225,34
75,6,340654,lip,pink,FALSE,pink,lip,5,5,4,6,5,5,a,4.96,125,34
75,6,340654,lip,red,FALSE,red,lip,7,5,5,NA,NA,5.666666666666667,a,4.96,125,34
75,6,340697,honey,red,TRUE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,34
75,6,340733,shirt,green,FALSE,green,shirt,3,3,3,3,NA,3,a,4.94,699,34
75,6,340733,crayon,green,FALSE,green,crayon,5,4,3,4,NA,4,a,4.87,702,34
75,6,340954,book,giant,FALSE,giant,book,2,2,2,3,NA,2.25,a,4.9,3761,34
75,6,341013,house,red,FALSE,red,hous,3,3,1,2,NA,2.25,a,5,1596,34
75,6,341090,mine,red,FALSE,red,mine,2,1,3,2,NA,2,a,3.56,347,34
75,6,341306,fish,giant,TRUE,giant,fish,3,3,3,2,NA,2.75,a,5,1318,34
75,7,341846,pig,pink,TRUE,pink,pig,5,6,5,6,NA,5.5,a,5,677,38
75,7,341887,hexagon,red,TRUE,red,hexagon,2,3,3,NA,NA,2.6666666666666665,a,4.52,13,38
75,7,341889,sun,yellow,TRUE,yellow,sun,7,6,7,7,NA,6.75,a,4.83,424,38
75,7,341917,bucket,red,FALSE,red,bucket,3,3,4,4,3,3.4,a,4.96,219,38
75,7,341931,house,purple,FALSE,purpl,hous,3,2,2,2,NA,2.25,a,5,1596,38
75,7,341936,wall,green,TRUE,green,wall,2,3,3,5,NA,3.25,a,4.86,280,38
75,7,341960,mouse,grey,FALSE,grei,mous,5,4,4,3,NA,4,a,4.83,388,38
75,7,342033,egg,orange,TRUE,orang,egg,1,3,2,2,NA,2,an,4.97,833,38
75,7,342035,egg,orange,FALSE,orang,egg,1,3,2,2,NA,2,an,4.97,833,38
75,7,342736,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,38
75,7,342788,rock,brown,FALSE,brown,rock,4,2,3,3,NA,3,a,4.91,610,38
75,7,342989,grape,purple,TRUE,purpl,grape,4,4,4,6,NA,4.5,a,5,306,38
75,7,342990,lollipop,purple,TRUE,purpl,lollipop,3,6,3,3,NA,3.75,a,4.96,66,38
75,7,343006,lemon,orange,FALSE,orang,lemon,1,2,2,2,NA,1.75,a,5,41,38
75,7,343030,rose,pink,TRUE,pink,rose,5,3,5,3,NA,4,a,4.9,56,38
75,7,343058,truck,giant,FALSE,giant,truck,5,4,6,NA,NA,5,a,4.84,1124,38
75,7,343062,honey,red,TRUE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,38
75,7,343242,piece,oval,TRUE,oval,piec,3,3,3,5,NA,3.5,a,4.14,2330,38
75,7,343250,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343291,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343291,top,orange,FALSE,orang,top,2,3,3,2,NA,2.5,a,3.93,1312,38
75,7,343294,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343294,top,orange,FALSE,orang,top,2,3,3,2,NA,2.5,a,3.93,1312,38
75,7,343371,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343372,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343396,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343406,piece,yellow,TRUE,yellow,piec,3,3,2,3,NA,2.75,a,4.14,2330,38
75,7,343422,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343428,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343476,screw,orange,TRUE,orang,screw,2,2,1,2,NA,1.75,a,4.81,70,38
75,7,343489,screw,purple,TRUE,purpl,screw,2,1,3,NA,NA,2,a,4.81,70,38
75,7,343523,screw,purple,TRUE,purpl,screw,2,1,3,NA,NA,2,a,4.81,70,38
75,7,343560,screw,purple,TRUE,purpl,screw,2,1,3,NA,NA,2,a,4.81,70,38
75,7,343570,piece,grey,TRUE,grei,piec,2,3,3,3,NA,2.75,a,4.14,2330,38
75,7,343580,screw,purple,TRUE,purpl,screw,2,1,3,NA,NA,2,a,4.81,70,38
75,7,343695,piece,yellow,TRUE,yellow,piec,3,3,2,3,NA,2.75,a,4.14,2330,38
75,8,343770,honey,red,FALSE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,42
75,8,344160,swing,green,FALSE,green,swing,3,3,3,4,NA,3.25,a,4.54,497,42
75,8,344160,swing,green,TRUE,green,swing,3,3,3,4,NA,3.25,a,4.54,497,42
75,8,344167,swing,brown,FALSE,brown,swing,1,5,6,2,NA,3.5,a,4.54,497,42
75,8,344168,seat,red,TRUE,red,seat,2,3,3,3,NA,2.75,a,4.78,196,42
75,8,344169,baby,red,TRUE,red,babi,1,1,1,3,NA,1.5,a,5,4923,42
75,8,344171,seat,red,TRUE,red,seat,2,3,3,3,NA,2.75,a,4.78,196,42
75,8,344250,hair,yellow,FALSE,yellow,hair,3,3,3,2,NA,2.75,a,4.97,1225,42
75,8,344250,hair,blond,FALSE,blond,hair,4,3,4,3,NA,3.5,a,4.97,1225,42
75,8,344255,eye,red,TRUE,red,ey,3,2,3,NA,NA,2.6666666666666665,an,4.9,1216,42
75,8,344282,shorts,khaki,TRUE,khaki,short,5,5,3,3,NA,4,NA,4.82,334,42
75,8,344335,shirt,green,FALSE,green,shirt,3,3,3,3,NA,3,a,4.94,699,42
75,8,344361,hair,blond,TRUE,blond,hair,4,3,4,3,NA,3.5,a,4.97,1225,42
75,8,344379,hair,blond,FALSE,blond,hair,4,3,4,3,NA,3.5,a,4.97,1225,42
75,8,344455,sun,yellow,FALSE,yellow,sun,7,6,7,7,NA,6.75,a,4.83,424,42
75,8,344455,sun,yellow,TRUE,yellow,sun,7,6,7,7,NA,6.75,a,4.83,424,42
75,8,345230,bug,dead,TRUE,dead,bug,4,5,3,3,NA,3.75,a,5,548,42
75,8,345231,bug,dead,TRUE,dead,bug,4,5,3,3,NA,3.75,a,5,548,42
75,8,345262,honey,wet,FALSE,wet,honei,3,2,7,6,NA,4.5,NA,4.88,2460,42
75,8,345501,bucket,red,TRUE,red,bucket,3,3,4,4,3,3.4,a,4.96,219,42
75,8,345531,rock,orange,TRUE,orang,rock,1,2,2,3,NA,2,a,4.91,610,42
75,8,345531,chalk,orange,FALSE,orang,chalk,3,3,3,3,NA,3,NA,4.9,133,42
75,8,345539,rock,orange,TRUE,orang,rock,1,2,2,3,NA,2,a,4.91,610,42
75,8,345540,rock,orange,TRUE,orang,rock,1,2,2,3,NA,2,a,4.91,610,42
75,8,345598,cake,red,TRUE,red,cake,2,3,2,3,NA,2.5,a,4.81,416,42
75,8,345616,pool,hot,FALSE,hot,pool,3,3,4,NA,NA,3.3333333333333335,a,4.77,188,42
75,8,345616,tub,hot,FALSE,hot,tub,3,3,3,3,NA,3,a,4.64,100,42
75,8,345618,tub,hot,TRUE,hot,tub,3,3,3,3,NA,3,a,4.64,100,42
75,8,345644,cake,red,TRUE,red,cake,2,3,2,3,NA,2.5,a,4.81,416,42
75,8,345646,rock,red,FALSE,red,rock,1,5,3,3,NA,3,a,4.91,610,42
75,8,345646,honey,red,FALSE,red,honei,2,1,2,3,NA,2,NA,4.88,2460,42
75,9,345797,puzzle,giant,TRUE,giant,puzzl,3,2,2,3,NA,2.5,a,4.75,1058,46
75,9,345893,alligator,green,FALSE,green,allig,4,6,5,4,NA,4.75,an,4.96,204,46
75,9,345969,top,orange,FALSE,orang,top,2,3,3,2,NA,2.5,a,3.93,1312,46
