adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
purple,car,fic,38,2,3,2,2,NA,2.25,4.89
purple,car,news,11,2,3,2,2,NA,2.25,4.89
wet,shorts,fic,13,5,5,2,2,NA,3.5,4.82
hot,table,acad,19,2,1,2,1,NA,1.5,4.9
hot,table,fic,233,2,1,2,1,NA,1.5,4.9
hot,table,mag,125,2,1,2,1,NA,1.5,4.9
hot,table,news,86,2,1,2,1,NA,1.5,4.9
hot,table,spok,16,2,1,2,1,NA,1.5,4.9
dirty,baby,fic,31,3,5,3,2,NA,3.25,5
dirty,baby,mag,11,3,5,3,2,NA,3.25,5
dirty,shoe,fic,43,6,3,5,2,NA,4,4.97
slippery,foot,fic,42,3,2,3,2,NA,2.5,4.9
slippery,foot,mag,24,3,2,3,2,NA,2.5,4.9
furry,foot,fic,15,NA,NA,NA,NA,NA,NA,NA
green,grass,acad,38,6,6,7,7,NA,6.5,4.93
green,grass,fic,174,6,6,7,7,NA,6.5,4.93
green,grass,mag,99,6,6,7,7,NA,6.5,4.93
green,grass,news,67,6,6,7,7,NA,6.5,4.93
green,grass,spok,24,6,6,7,7,NA,6.5,4.93
green,light,acad,69,3,2,2,2,NA,2.25,4.21
green,light,fic,183,3,2,2,2,NA,2.25,4.21
green,light,mag,114,3,2,2,2,NA,2.25,4.21
green,light,news,73,3,2,2,2,NA,2.25,4.21
green,light,spok,56,3,2,2,2,NA,2.25,4.21
pink,scarf,fic,30,3,4,2,NA,NA,3,4.97
red,foot,acad,23,2,1,3,2,NA,2,4.9
red,foot,fic,141,2,1,3,2,NA,2,4.9
red,foot,mag,89,2,1,3,2,NA,2,4.9
red,foot,news,206,2,1,3,2,NA,2,4.9
red,foot,spok,25,2,1,3,2,NA,2,4.9
silky,fur,fic,12,NA,NA,NA,NA,NA,NA,NA
wet,foot,acad,14,3,3,3,3,NA,3,4.9
wet,foot,fic,189,3,3,3,3,NA,3,4.9
wet,foot,mag,122,3,3,3,3,NA,3,4.9
wet,foot,news,25,3,3,3,3,NA,3,4.9
wet,foot,spok,16,3,3,3,3,NA,3,4.9
yellow,grass,acad,12,NA,NA,NA,NA,NA,NA,NA
yellow,grass,fic,107,NA,NA,NA,NA,NA,NA,NA
yellow,grass,mag,42,NA,NA,NA,NA,NA,NA,NA
brown,dot,fic,12,3,3,3,3,NA,3,4.12
brown,dot,mag,14,3,3,3,3,NA,3,4.12
dark,cloud,acad,18,3,3,4,3,NA,3.25,4.54
dark,cloud,fic,92,3,3,4,3,NA,3.25,4.54
dark,cloud,mag,57,3,3,4,3,NA,3.25,4.54
dark,cloud,news,15,3,3,4,3,NA,3.25,4.54
fuzzy,foot,fic,12,NA,NA,NA,NA,NA,NA,NA
green,color,acad,80,3,3,5,5,NA,4,4.08
green,color,fic,70,3,3,5,5,NA,4,4.08
green,color,mag,180,3,3,5,5,NA,4,4.08
green,color,news,67,3,3,5,5,NA,4,4.08
green,color,spok,38,3,3,5,5,NA,4,4.08
green,money,acad,13,7,7,5,7,NA,6.5,4.54
green,money,fic,22,7,7,5,7,NA,6.5,4.54
green,money,mag,28,7,7,5,7,NA,6.5,4.54
green,money,news,63,7,7,5,7,NA,6.5,4.54
green,money,spok,25,7,7,5,7,NA,6.5,4.54
hot,baby,fic,101,2,2,3,2,NA,2.25,5
hot,baby,mag,94,2,2,3,2,NA,2.25,5
hot,baby,news,36,2,2,3,2,NA,2.25,5
hot,baby,spok,36,2,2,3,2,NA,2.25,5
hot,oven,fic,63,4,3,6,4,NA,4.25,4.97
hot,oven,mag,290,4,3,6,4,NA,4.25,4.97
hot,oven,news,145,4,3,6,4,NA,4.25,4.97
hot,oven,spok,31,4,3,6,4,NA,4.25,4.97
hot,tea,acad,12,4,4,4,6,NA,4.5,4.69
hot,tea,fic,283,4,4,4,6,NA,4.5,4.69
hot,tea,mag,227,4,4,4,6,NA,4.5,4.69
hot,tea,news,79,4,4,4,6,NA,4.5,4.69
hot,tea,spok,31,4,4,4,6,NA,4.5,4.69
pink,nose,fic,70,3,3,3,NA,NA,3,4.89
pink,nose,mag,10,3,3,3,NA,NA,3,4.89
purple,block,fic,10,2,2,3,3,NA,2.5,4.48
red,flag,acad,81,3,3,3,NA,NA,3,4.79
red,flag,fic,79,3,3,3,NA,NA,3,4.79
red,flag,mag,165,3,3,3,NA,NA,3,4.79
red,flag,news,207,3,3,3,NA,NA,3,4.79
red,flag,spok,221,3,3,3,NA,NA,3,4.79
red,sun,acad,17,3,2,3,2,NA,2.5,4.83
red,sun,fic,144,3,2,3,2,NA,2.5,4.83
red,sun,mag,91,3,2,3,2,NA,2.5,4.83
red,sun,news,27,3,2,3,2,NA,2.5,4.83
bright,color,acad,155,4,4,3,3,NA,3.5,4.08
bright,color,fic,450,4,4,3,3,NA,3.5,4.08
bright,color,mag,750,4,4,3,3,NA,3.5,4.08
bright,color,news,231,4,4,3,3,NA,3.5,4.08
bright,color,spok,97,4,4,3,3,NA,3.5,4.08
bright,paper,acad,11,3,3,6,4,NA,4,4.93
bright,paper,fic,80,3,3,6,4,NA,4,4.93
bright,paper,mag,52,3,3,6,4,NA,4,4.93
bright,paper,news,17,3,3,6,4,NA,4,4.93
brown,shoe,fic,167,5,3,5,4,NA,4.25,4.97
brown,shoe,mag,50,5,3,5,4,NA,4.25,4.97
brown,shoe,news,25,5,3,5,4,NA,4.25,4.97
brown,shoe,spok,21,5,3,5,4,NA,4.25,4.97
dead,head,acad,40,3,3,3,NA,NA,3,4.75
dead,head,fic,370,3,3,3,NA,NA,3,4.75
dead,head,mag,89,3,3,3,NA,NA,3,4.75
dead,head,news,71,3,3,3,NA,NA,3,4.75
dead,head,spok,67,3,3,3,NA,NA,3,4.75
dirty,basket,fic,20,4,4,4,2,NA,3.5,5
dirty,park,fic,12,3,4,3,NA,NA,3.3333333333333335,4.74
green,book,acad,32,3,2,3,3,NA,2.75,4.9
green,book,fic,47,3,2,3,3,NA,2.75,4.9
green,book,mag,70,3,2,3,3,NA,2.75,4.9
green,book,news,65,3,2,3,3,NA,2.75,4.9
green,book,spok,21,3,2,3,3,NA,2.75,4.9
green,monkey,fic,12,2,1,1,1,1,1.2,4.9
green,monkey,mag,23,2,1,1,1,1,1.2,4.9
pink,chair,fic,59,2,3,2,2,NA,2.25,4.58
pink,chair,mag,18,2,3,2,2,NA,2.25,4.58
pink,chair,news,14,2,3,2,2,NA,2.25,4.58
pink,elephant,fic,17,2,1,1,1,NA,1.25,5
pink,elephant,mag,12,2,1,1,1,NA,1.25,5
pink,elephant,spok,20,2,1,1,1,NA,1.25,5
pink,hat,fic,54,2,3,3,3,NA,2.75,4.88
pink,hat,mag,19,2,3,3,3,NA,2.75,4.88
pink,hat,news,14,2,3,3,3,NA,2.75,4.88
pink,towel,fic,33,3,3,3,3,NA,3,4.86
purple,ear,fic,17,1,2,1,1,NA,1.25,5
purple,nose,fic,25,NA,NA,NA,NA,NA,NA,NA
purple,robe,fic,37,3,3,3,3,NA,3,5
purple,robe,mag,11,3,3,3,3,NA,3,5
red,eye,acad,55,3,2,3,NA,NA,2.6666666666666665,4.9
red,eye,fic,598,3,2,3,NA,NA,2.6666666666666665,4.9
red,eye,mag,171,3,2,3,NA,NA,2.6666666666666665,4.9
red,eye,news,90,3,2,3,NA,NA,2.6666666666666665,4.9
red,eye,spok,45,3,2,3,NA,NA,2.6666666666666665,4.9
red,petal,fic,15,NA,NA,NA,NA,NA,NA,NA
red,petal,mag,13,NA,NA,NA,NA,NA,NA,NA
slippery,floor,fic,36,3,4,2,3,NA,3,4.8
slippery,floor,mag,16,3,4,2,3,NA,3,4.8
slippery,floor,news,13,3,4,2,3,NA,3,4.8
slippery,leg,fic,16,3,2,2,3,NA,2.5,4.83
wet,grass,acad,17,NA,NA,NA,NA,NA,NA,NA
wet,grass,fic,188,NA,NA,NA,NA,NA,NA,NA
wet,grass,mag,53,NA,NA,NA,NA,NA,NA,NA
wet,grass,news,12,NA,NA,NA,NA,NA,NA,NA
wet,hair,acad,12,3,5,3,3,NA,3.5,4.97
wet,hair,fic,464,3,5,3,3,NA,3.5,4.97
wet,hair,mag,80,3,5,3,3,NA,3.5,4.97
wet,hair,spok,18,3,5,3,3,NA,3.5,4.97
wet,shoe,fic,91,3,3,3,3,NA,3,4.97
wet,shoe,mag,25,3,3,3,3,NA,3,4.97
wooden,shoe,acad,15,2,2,3,2,NA,2.25,4.97
wooden,shoe,fic,67,2,2,3,2,NA,2.25,4.97
wooden,shoe,mag,44,2,2,3,2,NA,2.25,4.97
wooden,shoe,news,10,2,2,3,2,NA,2.25,4.97
yellow,box,fic,84,3,4,3,2,NA,3,4.9
yellow,box,mag,46,3,4,3,2,NA,3,4.9
yellow,box,news,13,3,4,3,2,NA,3,4.9
yellow,box,spok,10,3,4,3,2,NA,3,4.9
yellow,leg,fic,132,2,2,2,1,NA,1.75,4.83
yellow,leg,mag,18,2,2,2,1,NA,1.75,4.83
yellow,leg,news,10,2,2,2,1,NA,1.75,4.83
yellow,light,acad,29,3,3,5,NA,NA,3.6666666666666665,4.21
yellow,light,fic,494,3,3,5,NA,NA,3.6666666666666665,4.21
yellow,light,mag,184,3,3,5,NA,NA,3.6666666666666665,4.21
yellow,light,news,51,3,3,5,NA,NA,3.6666666666666665,4.21
yellow,light,spok,23,3,3,5,NA,NA,3.6666666666666665,4.21
yellow,pen,fic,30,5,2,3,3,NA,3.25,4.92
yellow,pen,mag,11,5,2,3,3,NA,3.25,4.92
yellow,pot,fic,25,3,3,2,3,NA,2.75,4.81
yellow,pot,mag,29,3,3,2,3,NA,2.75,4.81
yellow,pot,news,12,3,3,2,3,NA,2.75,4.81
yellow,shirt,fic,147,3,3,5,3,NA,3.5,4.94
yellow,shirt,mag,33,3,3,5,3,NA,3.5,4.94
yellow,shirt,news,48,3,3,5,3,NA,3.5,4.94
yellow,shirt,spok,23,3,3,5,3,NA,3.5,4.94
blind,mouse,fic,16,2,2,2,3,NA,2.25,4.83
blind,mouse,mag,13,2,2,2,3,NA,2.25,4.83
blind,mouse,news,11,2,2,2,3,NA,2.25,4.83
blonde,guy,fic,17,NA,NA,NA,NA,NA,NA,NA
blonde,guy,mag,NA,NA,NA,NA,NA,NA,NA,NA
blonde,guy,news,NA,NA,NA,NA,NA,NA,NA,NA
bright,moon,acad,51,5,5,5,NA,NA,5,4.9
bright,moon,fic,232,5,5,5,NA,NA,5,4.9
bright,moon,mag,275,5,5,5,NA,NA,5,4.9
bright,moon,news,26,5,5,5,NA,NA,5,4.9
bright,moon,spok,10,5,5,5,NA,NA,5,4.9
bright,yellow,fic,18,5,4,5,NA,NA,4.666666666666667,4.3
bright,yellow,mag,29,5,4,5,NA,NA,4.666666666666667,4.3
brown,circle,fic,23,2,3,3,2,NA,2.5,4.44
brown,circle,mag,14,2,3,3,2,NA,2.5,4.44
brown,eye,acad,57,3,4,3,NA,NA,3.3333333333333335,4.9
brown,eye,fic,2055,3,4,3,NA,NA,3.3333333333333335,4.9
brown,eye,mag,283,3,4,3,NA,NA,3.3333333333333335,4.9
brown,eye,news,168,3,4,3,NA,NA,3.3333333333333335,4.9
brown,eye,spok,100,3,4,3,NA,NA,3.3333333333333335,4.9
brown,fish,acad,NA,NA,NA,NA,NA,NA,NA,NA
brown,floor,fic,124,4,3,3,3,NA,3.25,4.8
brown,floor,mag,17,4,3,3,3,NA,3.25,4.8
brown,floor,news,19,4,3,3,3,NA,3.25,4.8
brown,fur,fic,65,3,4,5,NA,NA,4,4.69
brown,fur,mag,14,3,4,5,NA,NA,4,4.69
brown,grass,fic,109,4,3,3,4,NA,3.5,4.93
brown,grass,mag,41,4,3,3,4,NA,3.5,4.93
brown,grass,news,21,4,3,3,4,NA,3.5,4.93
brown,monkey,fic,19,6,5,5,4,NA,5,4.9
brown,mud,fic,41,NA,NA,NA,NA,NA,NA,NA
brown,mud,mag,12,NA,NA,NA,NA,NA,NA,NA
brown,mustache,fic,33,NA,NA,NA,NA,NA,NA,NA
brown,oatmeal,mag,39,4,5,7,4,NA,5,4.93
brown,path,fic,29,5,3,4,3,NA,3.75,4.41
brown,path,mag,11,5,3,4,3,NA,3.75,4.41
dark,bed,fic,58,5,3,4,NA,NA,4,5
dark,bed,mag,10,5,3,4,NA,NA,4,5
dark,hair,acad,32,5,4,5,5,4,4.6,4.97
dark,hair,fic,870,5,4,5,5,4,4.6,4.97
dark,hair,mag,116,5,4,5,5,4,4.6,4.97
dark,hair,news,61,5,4,5,5,4,4.6,4.97
dark,hair,spok,34,5,4,5,5,4,4.6,4.97
dead,bird,acad,65,3,5,3,3,NA,3.5,5
dead,bird,fic,202,3,5,3,3,NA,3.5,5
dead,bird,mag,98,3,5,3,3,NA,3.5,5
dead,bird,news,46,3,5,3,3,NA,3.5,5
dead,bird,spok,58,3,5,3,3,NA,3.5,5
dead,fly,fic,38,5,3,3,3,3,3.4,4.64
dead,fly,mag,13,5,3,3,3,3,3.4,4.64
dead,leaf,acad,34,4,3,4,3,NA,3.5,5
dead,leaf,fic,254,4,3,4,3,NA,3.5,5
dead,leaf,mag,78,4,3,4,3,NA,3.5,5
dead,leaf,news,24,4,3,4,3,NA,3.5,5
dead,leaf,spok,13,4,3,4,3,NA,3.5,5
dirty,blanket,fic,41,5,4,1,NA,NA,3.3333333333333335,5
dirty,girl,fic,75,3,3,3,2,NA,2.75,4.85
dirty,girl,mag,22,3,3,3,2,NA,2.75,4.85
dirty,girl,news,18,3,3,3,2,NA,2.75,4.85
dirty,girl,spok,11,3,3,3,2,NA,2.75,4.85
dirty,ground,fic,18,3,7,6,5,NA,5.25,4.77
dirty,sock,fic,56,4,3,2,3,NA,3,4.91
dirty,sock,mag,35,4,3,2,3,NA,3,4.91
dirty,sock,news,14,4,3,2,3,NA,3,4.91
dirty,tank,mag,14,3,3,3,NA,NA,3,4.8
dirty,town,fic,57,3,2,2,3,NA,2.5,4.64
dirty,town,mag,10,3,2,2,3,NA,2.5,4.64
dirty,town,news,19,3,2,2,3,NA,2.5,4.64
fuzzy,bear,mag,14,6,5,5,6,NA,5.5,4.88
green,animal,acad,10,3,2,3,3,NA,2.75,4.61
green,animal,fic,17,3,2,3,3,NA,2.75,4.61
green,animal,mag,38,3,2,3,3,NA,2.75,4.61
green,animal,news,12,3,2,3,3,NA,2.75,4.61
green,baby,fic,31,1,1,1,1,NA,1,5
green,baby,mag,62,1,1,1,1,NA,1,5
green,baby,news,31,1,1,1,1,NA,1,5
green,bow,fic,13,3,3,3,2,NA,2.75,4.61
green,broccoli,mag,102,6,6,6,7,NA,6.25,4.87
green,broccoli,news,58,6,6,6,7,NA,6.25,4.87
green,bus,fic,21,3,2,3,2,NA,2.5,4.9
green,bus,mag,12,3,2,3,2,NA,2.5,4.9
green,bus,news,24,3,2,3,2,NA,2.5,4.9
green,coat,fic,44,3,3,5,2,NA,3.25,4.97
green,coat,mag,12,3,3,5,2,NA,3.25,4.97
green,eye,acad,19,3,3,3,3,NA,3,4.9
green,eye,fic,468,3,3,3,3,NA,3,4.9
green,eye,mag,85,3,3,3,3,NA,3,4.9
green,eye,news,44,3,3,3,3,NA,3,4.9
green,eye,spok,35,3,3,3,3,NA,3,4.9
green,flag,acad,12,3,3,3,3,NA,3,4.79
green,flag,mag,12,3,3,3,3,NA,3,4.79
green,flag,news,38,3,3,3,3,NA,3,4.79
green,flag,spok,12,3,3,3,3,NA,3,4.79
green,glove,fic,11,3,3,3,5,NA,3.5,4.97
green,grape,acad,13,4,4,4,5,NA,4.25,5
green,grape,fic,15,4,4,4,5,NA,4.25,5
green,grape,mag,75,4,4,4,5,NA,4.25,5
green,grape,news,33,4,4,4,5,NA,4.25,5
green,jacket,fic,41,3,3,3,3,NA,3,4.86
green,jacket,mag,32,3,3,3,3,NA,3,4.86
green,jacket,news,55,3,3,3,3,NA,3,4.86
green,leg,fic,37,2,1,1,1,NA,1.25,4.83
green,leg,mag,16,2,1,1,1,NA,1.25,4.83
green,moon,fic,13,1,1,1,1,NA,1,4.9
green,moon,mag,14,1,1,1,1,NA,1,4.9
green,mouth,fic,48,2,1,2,1,NA,1.5,4.74
green,plant,acad,61,6,6,6,6,6,6,4.76
green,plant,fic,48,6,6,6,6,6,6,4.76
green,plant,mag,147,6,6,6,6,6,6,4.76
green,plant,news,49,6,6,6,6,6,6,4.76
green,plant,spok,16,6,6,6,6,6,6,4.76
green,pot,fic,19,2,3,3,3,NA,2.75,4.81
green,pot,mag,36,2,3,3,3,NA,2.75,4.81
green,pot,news,26,2,3,3,3,NA,2.75,4.81
green,rain,acad,11,5,1,1,NA,NA,2.3333333333333335,4.97
green,rain,fic,32,5,1,1,NA,NA,2.3333333333333335,4.97
green,rain,mag,14,5,1,1,NA,NA,2.3333333333333335,4.97
green,rain,news,10,5,1,1,NA,NA,2.3333333333333335,4.97
green,strawberry,mag,28,2,3,2,2,NA,2.25,5
green,strawberry,news,28,2,3,2,2,NA,2.25,5
green,tea,acad,14,3,5,5,5,NA,4.5,4.69
green,tea,fic,87,3,5,5,5,NA,4.5,4.69
green,tea,mag,419,3,5,5,5,NA,4.5,4.69
green,tea,news,118,3,5,5,5,NA,4.5,4.69
green,tea,spok,26,3,5,5,5,NA,4.5,4.69
green,tie,fic,12,3,3,3,2,NA,2.75,4.81
green,tie,news,21,3,3,3,2,NA,2.75,4.81
green,top,fic,23,3,3,3,2,NA,2.75,3.93
green,top,mag,60,3,3,3,2,NA,2.75,3.93
green,top,news,32,3,3,3,2,NA,2.75,3.93
green,turtle,acad,23,2,3,5,6,NA,4,5
green,turtle,mag,38,2,3,5,6,NA,4,5
green,turtle,news,19,2,3,5,6,NA,4,5
green,water,acad,103,2,3,2,4,NA,2.75,5
green,water,fic,165,2,3,2,4,NA,2.75,5
green,water,mag,323,2,3,2,4,NA,2.75,5
green,water,news,139,2,3,2,4,NA,2.75,5
green,water,spok,23,2,3,2,4,NA,2.75,5
hot,food,acad,57,6,4,4,4,5,4.6,4.8
hot,food,fic,195,6,4,4,4,5,4.6,4.8
hot,food,mag,416,6,4,4,4,5,4.6,4.8
hot,food,news,304,6,4,4,4,5,4.6,4.8
hot,food,spok,82,6,4,4,4,5,4.6,4.8
hot,peach,fic,12,2,3,2,3,NA,2.5,4.9
hot,peach,mag,30,2,3,2,3,NA,2.5,4.9
hot,peach,news,15,2,3,2,3,NA,2.5,4.9
hot,pot,acad,20,5,4,3,3,NA,3.75,4.81
hot,pot,fic,107,5,4,3,3,NA,3.75,4.81
hot,pot,mag,120,5,4,3,3,NA,3.75,4.81
hot,pot,news,89,5,4,3,3,NA,3.75,4.81
hot,pot,spok,11,5,4,3,3,NA,3.75,4.81
hot,stove,fic,133,7,4,5,5,NA,5.25,4.96
hot,stove,mag,108,7,4,5,5,NA,5.25,4.96
hot,stove,news,42,7,4,5,5,NA,5.25,4.96
hot,stove,spok,24,7,4,5,5,NA,5.25,4.96
icy,mountain,fic,27,4,4,3,3,5,3.8,4.96
icy,mountain,mag,21,4,4,3,3,5,3.8,4.96
muddy,grass,fic,22,NA,NA,NA,NA,NA,NA,NA
muddy,ground,fic,70,NA,NA,NA,NA,NA,NA,NA
muddy,ground,mag,13,NA,NA,NA,NA,NA,NA,NA
muddy,shoe,fic,44,NA,NA,NA,NA,NA,NA,NA
muddy,shoe,mag,11,NA,NA,NA,NA,NA,NA,NA
muddy,shoe,news,13,NA,NA,NA,NA,NA,NA,NA
orange,color,fic,10,3,7,3,3,NA,4,4.08
orange,color,mag,14,3,7,3,3,NA,4,4.08
orange,lemon,mag,13,1,2,2,2,NA,1.75,5
orange,table,acad,11,NA,NA,NA,NA,NA,NA,NA
orange,table,fic,11,NA,NA,NA,NA,NA,NA,NA
pink,book,fic,40,2,2,2,3,NA,2.25,4.9
pink,book,mag,15,2,2,2,3,NA,2.25,4.9
pink,book,news,11,2,2,2,3,NA,2.25,4.9
pink,bow,fic,37,NA,NA,NA,NA,NA,NA,NA
pink,bow,mag,12,NA,NA,NA,NA,NA,NA,NA
pink,branch,fic,11,NA,NA,NA,NA,NA,NA,NA
pink,collar,fic,34,3,3,3,3,NA,3,4.64
pink,cup,fic,27,3,3,3,3,NA,3,5
pink,cup,mag,71,3,3,3,3,NA,3,5
pink,cup,news,13,3,3,3,3,NA,3,5
pink,diamond,fic,14,2,3,2,2,NA,2.25,4.89
pink,diamond,mag,21,2,3,2,2,NA,2.25,4.89
pink,diamond,news,12,2,3,2,2,NA,2.25,4.89
pink,dress,fic,199,3,3,3,5,NA,3.5,4.93
pink,dress,mag,45,3,3,3,5,NA,3.5,4.93
pink,dress,news,40,3,3,3,5,NA,3.5,4.93
pink,dress,spok,20,3,3,3,5,NA,3.5,4.93
pink,girl,acad,11,1,3,3,1,NA,2,4.85
pink,girl,fic,190,1,3,3,1,NA,2,4.85
pink,girl,mag,47,1,3,3,1,NA,2,4.85
pink,girl,news,36,1,3,3,1,NA,2,4.85
pink,girl,spok,14,1,3,3,1,NA,2,4.85
pink,glass,fic,91,2,2,2,2,NA,2,4.82
pink,glass,mag,20,2,2,2,2,NA,2,4.82
pink,glass,news,19,2,2,2,2,NA,2,4.82
pink,horse,fic,29,1,1,1,3,NA,1.5,5
pink,juice,fic,17,3,3,3,NA,NA,3,4.89
pink,juice,mag,19,3,3,3,NA,NA,3,4.89
pink,lip,fic,177,5,5,4,6,5,5,4.96
pink,lip,mag,77,5,5,4,6,5,5,4.96
pink,tail,fic,18,2,3,1,1,NA,1.75,4.96
pink,tongue,fic,140,6,5,6,7,NA,6,4.93
pink,tongue,mag,16,6,5,6,7,NA,6,4.93
purple,butterfly,mag,10,3,3,3,3,NA,3,4.93
purple,eye,fic,163,2,1,1,NA,NA,1.3333333333333333,4.9
purple,eye,mag,38,2,1,1,NA,NA,1.3333333333333333,4.9
purple,eye,news,12,2,1,1,NA,NA,1.3333333333333333,4.9
purple,gas,fic,12,NA,NA,NA,NA,NA,NA,NA
purple,girl,fic,55,NA,NA,NA,NA,NA,NA,NA
purple,jacket,fic,30,2,3,2,3,NA,2.5,4.86
purple,jacket,mag,11,2,3,2,3,NA,2.5,4.86
purple,lipstick,fic,14,2,3,3,3,NA,2.75,4.9
purple,plant,acad,26,6,4,3,3,NA,4,4.76
purple,plant,fic,14,6,4,3,3,NA,4,4.76
purple,plant,mag,69,6,4,3,3,NA,4,4.76
purple,plant,news,12,6,4,3,3,NA,4,4.76
purple,tree,fic,60,NA,NA,NA,NA,NA,NA,NA
purple,tree,mag,27,NA,NA,NA,NA,NA,NA,NA
purple,tree,news,14,NA,NA,NA,NA,NA,NA,NA
purple,wing,fic,12,3,2,2,3,NA,2.5,4.86
red,bone,fic,39,1,2,2,1,NA,1.5,4.9
red,bone,mag,38,1,2,2,1,NA,1.5,4.9
red,bone,news,19,1,2,2,1,NA,1.5,4.9
red,border,acad,20,3,3,3,3,NA,3,4.29
red,border,fic,12,3,3,3,3,NA,3,4.29
red,border,mag,22,3,3,3,3,NA,3,4.29
red,border,news,18,3,3,3,3,NA,3,4.29
red,bus,fic,41,NA,NA,NA,NA,NA,NA,NA
red,bus,mag,17,NA,NA,NA,NA,NA,NA,NA
red,bus,news,24,NA,NA,NA,NA,NA,NA,NA
red,bus,spok,11,NA,NA,NA,NA,NA,NA,NA
red,butterfly,fic,10,2,1,3,NA,NA,2,4.93
red,cap,acad,10,3,3,3,3,NA,3,4.59
red,cap,fic,102,3,3,3,3,NA,3,4.59
red,cap,mag,39,3,3,3,3,NA,3,4.59
red,cap,news,40,3,3,3,3,NA,3,4.59
red,card,fic,51,3,3,5,2,NA,3.25,4.9
red,card,mag,25,3,3,5,2,NA,3.25,4.9
red,card,news,43,3,3,5,2,NA,3.25,4.9
red,card,spok,32,3,3,5,2,NA,3.25,4.9
red,dress,acad,17,NA,NA,NA,NA,NA,NA,NA
red,dress,fic,150,NA,NA,NA,NA,NA,NA,NA
red,dress,mag,52,NA,NA,NA,NA,NA,NA,NA
red,dress,news,33,NA,NA,NA,NA,NA,NA,NA
red,dress,spok,25,NA,NA,NA,NA,NA,NA,NA
red,handle,fic,12,4,3,5,NA,NA,4,4.57
red,jacket,acad,15,2,3,3,2,NA,2.5,4.86
red,jacket,fic,119,2,3,3,2,NA,2.5,4.86
red,jacket,mag,48,2,3,3,2,NA,2.5,4.86
red,jacket,news,45,2,3,3,2,NA,2.5,4.86
red,jacket,spok,10,2,3,3,2,NA,2.5,4.86
red,lobster,fic,26,4,6,5,NA,NA,5,4.86
red,lobster,mag,39,4,6,5,NA,NA,5,4.86
red,lobster,news,59,4,6,5,NA,NA,5,4.86
red,lobster,spok,10,4,6,5,NA,NA,5,4.86
red,moon,fic,38,NA,NA,NA,NA,NA,NA,NA
red,moon,mag,50,NA,NA,NA,NA,NA,NA,NA
red,moon,news,11,NA,NA,NA,NA,NA,NA,NA
red,page,fic,33,3,2,2,2,NA,2.25,4.9
red,page,mag,124,3,2,2,2,NA,2.25,4.9
red,page,news,14,3,2,2,2,NA,2.25,4.9
red,rabbit,fic,24,2,2,1,2,NA,1.75,4.93
red,rabbit,mag,12,2,2,1,2,NA,1.75,4.93
red,rain,fic,34,1,1,1,1,NA,1,4.97
red,rain,mag,12,1,1,1,1,NA,1,4.97
red,sky,acad,29,3,2,2,2,NA,2.25,4.45
red,sky,fic,121,3,2,2,2,NA,2.25,4.45
red,sky,mag,69,3,2,2,2,NA,2.25,4.45
red,sky,news,32,3,2,2,2,NA,2.25,4.45
red,sunshine,fic,11,1,2,1,5,NA,2.25,4.21
red,swing,mag,38,NA,NA,NA,NA,NA,NA,NA
red,towel,fic,23,6,3,3,3,NA,3.75,4.86
red,truck,fic,72,2,3,3,5,NA,3.25,4.84
red,truck,mag,31,2,3,3,5,NA,3.25,4.84
red,truck,news,48,2,3,3,5,NA,3.25,4.84
red,truck,spok,30,2,3,3,5,NA,3.25,4.84
wet,chest,fic,50,3,3,3,2,NA,2.75,4.93
wet,chest,mag,11,3,3,3,2,NA,2.75,4.93
wet,dog,fic,110,NA,NA,NA,NA,NA,NA,NA
wet,dog,mag,36,NA,NA,NA,NA,NA,NA,NA
wet,dog,news,10,NA,NA,NA,NA,NA,NA,NA
wet,floor,acad,11,1,3,3,3,NA,2.5,4.8
wet,floor,fic,195,1,3,3,3,NA,2.5,4.8
wet,floor,mag,36,1,3,3,3,NA,2.5,4.8
wet,floor,news,14,1,3,3,3,NA,2.5,4.8
wet,kid,fic,15,3,3,4,3,NA,3.25,4.56
wet,kid,mag,25,3,3,4,3,NA,3.25,4.56
wet,kid,spok,10,3,3,4,3,NA,3.25,4.56
wet,patch,fic,24,NA,NA,NA,NA,NA,NA,NA
wet,patch,mag,11,NA,NA,NA,NA,NA,NA,NA
wet,rag,fic,119,4,3,3,3,NA,3.25,4.67
wet,rag,mag,13,4,3,3,3,NA,3.25,4.67
wet,rug,fic,26,3,2,5,NA,NA,3.3333333333333335,4.79
wet,top,fic,38,2,3,3,3,3,2.8,3.93
wet,towel,fic,214,6,4,4,4,NA,4.5,4.86
wet,towel,mag,59,6,4,4,4,NA,4.5,4.86
wet,towel,news,21,6,4,4,4,NA,4.5,4.86
wet,towel,spok,23,6,4,4,4,NA,4.5,4.86
wet,water,acad,127,7,7,7,7,NA,7,5
wet,water,fic,314,7,7,7,7,NA,7,5
wet,water,mag,201,7,7,7,7,NA,7,5
wet,water,news,68,7,7,7,7,NA,7,5
wet,water,spok,31,7,7,7,7,NA,7,5
yellow,arm,fic,132,NA,NA,NA,NA,NA,NA,NA
yellow,arm,mag,19,NA,NA,NA,NA,NA,NA,NA
yellow,bag,fic,87,2,3,3,2,NA,2.5,4.9
yellow,bag,mag,42,2,3,3,2,NA,2.5,4.9
yellow,bag,news,18,2,3,3,2,NA,2.5,4.9
