adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
military,person,spok,129,3,3,2,2,NA,2.5,4.72
outdoor,art,acad,14,3,3,3,3,NA,3,4.17
outdoor,art,mag,82,3,3,3,3,NA,3,4.17
outdoor,art,news,117,3,3,3,3,NA,3,4.17
pink,eye,acad,17,2,1,2,3,NA,2,4.9
pink,eye,fic,276,2,1,2,3,NA,2,4.9
pink,eye,mag,68,2,1,2,3,NA,2,4.9
pink,eye,news,21,2,1,2,3,NA,2,4.9
pink,garden,fic,25,1,1,1,3,NA,1.5,4.73
pink,garden,mag,60,1,1,1,3,NA,1.5,4.73
pink,garden,news,15,1,1,1,3,NA,1.5,4.73
pink,lemonade,fic,18,3,4,4,4,NA,3.75,4.83
pink,lemonade,mag,25,3,4,4,4,NA,3.75,4.83
pregnant,belly,fic,78,NA,NA,NA,NA,NA,NA,NA
pregnant,belly,mag,21,NA,NA,NA,NA,NA,NA,NA
pregnant,belly,news,16,NA,NA,NA,NA,NA,NA,NA
pregnant,belly,spok,11,NA,NA,NA,NA,NA,NA,NA
purple,bottle,fic,19,NA,NA,NA,NA,NA,NA,NA
purple,chair,fic,32,NA,NA,NA,NA,NA,NA,NA
purple,chair,news,16,NA,NA,NA,NA,NA,NA,NA
purple,floor,fic,21,2,2,5,NA,NA,3,4.8
purple,floor,mag,10,2,2,5,NA,NA,3,4.8
purple,mouth,fic,45,1,1,1,3,NA,1.5,4.74
red,arrow,fic,11,5,3,5,3,NA,4,4.97
red,baby,acad,10,1,1,1,3,NA,1.5,5
red,baby,fic,53,1,1,1,3,NA,1.5,5
red,baby,mag,71,1,1,1,3,NA,1.5,5
red,baby,news,42,1,1,1,3,NA,1.5,5
red,baby,spok,24,1,1,1,3,NA,1.5,5
red,bowl,fic,38,3,3,2,3,NA,2.75,4.87
red,bowl,mag,195,3,3,2,3,NA,2.75,4.87
red,bowl,news,85,3,3,2,3,NA,2.75,4.87
red,boy,acad,19,1,1,1,1,NA,1,4.76
red,boy,fic,125,1,1,1,1,NA,1,4.76
red,boy,mag,64,1,1,1,1,NA,1,4.76
red,boy,news,46,1,1,1,1,NA,1,4.76
red,boy,spok,22,1,1,1,1,NA,1,4.76
red,cell,acad,112,NA,NA,NA,NA,NA,NA,NA
red,cell,fic,31,NA,NA,NA,NA,NA,NA,NA
red,cell,mag,217,NA,NA,NA,NA,NA,NA,NA
red,cell,news,83,NA,NA,NA,NA,NA,NA,NA
red,cell,spok,95,NA,NA,NA,NA,NA,NA,NA
red,cheek,fic,137,3,2,3,NA,NA,2.6666666666666665,4.83
red,cheek,mag,24,3,2,3,NA,NA,2.6666666666666665,4.83
red,finger,fic,90,1,2,1,2,NA,1.5,5
red,finger,mag,21,1,2,1,2,NA,1.5,5
red,mouth,fic,107,3,1,6,3,NA,3.25,4.74
red,mouth,mag,27,3,1,6,3,NA,3.25,4.74
red,rock,acad,36,1,5,3,3,NA,3,4.91
red,rock,fic,76,1,5,3,3,NA,3,4.91
red,rock,mag,157,1,5,3,3,NA,3,4.91
red,rock,news,241,1,5,3,3,NA,3,4.91
red,rock,spok,27,1,5,3,3,NA,3,4.91
red,street,acad,15,2,2,2,2,NA,2,4.75
red,street,fic,136,2,2,2,2,NA,2,4.75
red,street,mag,55,2,2,2,2,NA,2,4.75
red,street,news,94,2,2,2,2,NA,2,4.75
red,street,spok,28,2,2,2,2,NA,2,4.75
red,throat,fic,30,5,2,3,NA,NA,3.3333333333333335,4.97
red,track,fic,25,2,1,3,3,NA,2.25,4.31
red,track,mag,24,2,1,3,3,NA,2.25,4.31
red,track,news,22,2,1,3,3,NA,2.25,4.31
slippery,grass,fic,11,NA,NA,NA,NA,NA,NA,NA
soapy,floor,fic,28,2,3,2,NA,NA,2.3333333333333335,4.8
thick,baby,fic,23,5,4,2,3,NA,3.5,5
thick,baby,mag,14,5,4,2,3,NA,3.5,5
thick,baby,news,12,5,4,2,3,NA,3.5,5
thick,brick,fic,22,6,5,3,4,NA,4.5,4.83
thick,brush,fic,59,3,5,3,3,NA,3.5,4.54
thick,brush,mag,82,3,5,3,3,NA,3.5,4.54
thick,brush,news,16,3,5,3,3,NA,3.5,4.54
thick,head,fic,333,2,3,3,NA,NA,2.6666666666666665,4.75
thick,head,mag,48,2,3,3,NA,NA,2.6666666666666665,4.75
thick,head,news,32,2,3,3,NA,NA,2.6666666666666665,4.75
watery,eye,fic,264,3,3,3,5,NA,3.5,4.9
watery,eye,mag,58,3,3,3,5,NA,3.5,4.9
watery,eye,news,18,3,3,3,5,NA,3.5,4.9
wet,battery,acad,10,2,2,2,2,NA,2,4.67
wet,game,mag,11,NA,NA,NA,NA,NA,NA,NA
yellow,shelf,fic,20,3,3,5,3,NA,3.5,4.96
yellow,tunnel,fic,18,2,2,3,2,NA,2.25,4.82
hot,pickle,mag,23,2,3,3,NA,NA,2.6666666666666665,4.64
hot,pickle,news,10,2,3,3,NA,NA,2.6666666666666665,4.64
olive,oil,fic,36,3,3,4,NA,NA,3.3333333333333335,4.93
olive,oil,mag,467,3,3,4,NA,NA,3.3333333333333335,4.93
olive,oil,news,282,3,3,4,NA,NA,3.3333333333333335,4.93
olive,oil,spok,50,3,3,4,NA,NA,3.3333333333333335,4.93
green,park,acad,16,6,2,6,NA,NA,4.666666666666667,4.74
green,park,fic,38,6,2,6,NA,NA,4.666666666666667,4.74
green,park,mag,67,6,2,6,NA,NA,4.666666666666667,4.74
green,park,news,249,6,2,6,NA,NA,4.666666666666667,4.74
green,park,spok,13,6,2,6,NA,NA,4.666666666666667,4.74
wooden,train,fic,33,3,3,4,3,NA,3.25,4.79
wooden,train,mag,15,3,3,4,3,NA,3.25,4.79
flat,board,acad,13,4,6,4,2,NA,4,4.57
flat,board,mag,26,4,6,4,2,NA,4,4.57
green,person,fic,26,1,1,1,1,NA,1,4.72
green,person,mag,15,1,1,1,1,NA,1,4.72
green,person,news,21,1,1,1,1,NA,1,4.72
green,tomato,fic,39,3,4,3,5,NA,3.75,5
green,tomato,mag,433,3,4,3,5,NA,3.75,5
green,tomato,news,242,3,4,3,5,NA,3.75,5
green,tomato,spok,22,3,4,3,5,NA,3.75,5
hot,leg,acad,13,3,2,3,3,NA,2.75,4.83
hot,leg,fic,149,3,2,3,3,NA,2.75,4.83
hot,leg,mag,73,3,2,3,3,NA,2.75,4.83
hot,leg,news,19,3,2,3,3,NA,2.75,4.83
red,person,acad,30,2,4,1,1,NA,2,4.72
red,person,fic,22,2,4,1,1,NA,2,4.72
red,person,mag,23,2,4,1,1,NA,2,4.72
red,person,news,37,2,4,1,1,NA,2,4.72
red,person,spok,27,2,4,1,1,NA,2,4.72
wet,hose,fic,16,1,5,3,3,NA,3,4.87
wet,hose,mag,11,1,5,3,3,NA,3,4.87
wet,spot,fic,96,7,3,3,3,2,3.6,4.21
wet,spot,mag,41,7,3,3,3,2,3.6,4.21
bright,edge,acad,17,1,2,1,3,NA,1.75,4.24
bright,edge,fic,69,1,2,1,3,NA,1.75,4.24
bright,edge,mag,82,1,2,1,3,NA,1.75,4.24
bright,edge,news,18,1,2,1,3,NA,1.75,4.24
bright,tail,fic,40,1,3,3,2,NA,2.25,4.96
bright,tail,mag,52,1,3,3,2,NA,2.25,4.96
brown,apple,fic,26,2,3,2,3,NA,2.5,5
brown,apple,mag,168,2,3,2,3,NA,2.5,5
brown,apple,news,46,2,3,2,3,NA,2.5,5
brown,gravy,fic,12,3,3,6,5,NA,4.25,4.97
brown,gravy,mag,15,3,3,6,5,NA,4.25,4.97
brown,gravy,news,20,3,3,6,5,NA,4.25,4.97
brown,milk,fic,27,1,2,2,3,NA,2,4.92
brown,milk,mag,136,1,2,2,3,NA,2,4.92
brown,milk,news,25,1,2,2,3,NA,2,4.92
brown,strawberry,mag,19,1,1,1,1,NA,1,5
brown,stripe,fic,26,2,3,3,3,NA,2.75,4.72
brown,stripe,mag,18,2,3,3,3,NA,2.75,4.72
brown,stripe,news,10,2,3,3,3,NA,2.75,4.72
dark,circle,fic,67,3,3,3,2,NA,2.75,4.44
dark,circle,mag,23,3,3,3,2,NA,2.75,4.44
dark,glass,acad,30,3,1,3,3,NA,2.5,4.82
dark,glass,fic,127,3,1,3,3,NA,2.5,4.82
dark,glass,mag,30,3,1,3,3,NA,2.5,4.82
dark,glass,news,17,3,1,3,3,NA,2.5,4.82
dark,glass,spok,10,3,1,3,3,NA,2.5,4.82
dead,flower,acad,17,4,5,4,5,NA,4.5,5
dead,flower,fic,86,4,5,4,5,NA,4.5,5
dead,flower,mag,33,4,5,4,5,NA,4.5,5
dead,flower,news,19,4,5,4,5,NA,4.5,5
dead,flower,spok,14,4,5,4,5,NA,4.5,5
dead,turtle,fic,11,3,3,3,3,NA,3,5
dead,turtle,mag,16,3,3,3,3,NA,3,5
dead,wire,fic,25,6,2,7,3,NA,4.5,4.72
dead,wire,mag,21,6,2,7,3,NA,4.5,4.72
dirty,dirt,fic,26,7,7,6,5,NA,6.25,4.86
flat,paper,fic,12,4,5,7,5,NA,5.25,4.93
flat,paper,mag,36,4,5,7,5,NA,5.25,4.93
flat,paper,news,10,4,5,7,5,NA,5.25,4.93
giant,food,mag,12,3,2,3,NA,NA,2.6666666666666665,4.8
giant,food,news,12,3,2,3,NA,NA,2.6666666666666665,4.8
giant,foot,fic,10,3,1,2,2,NA,2,4.9
giant,foot,mag,23,3,1,2,2,NA,2,4.9
giant,piece,mag,10,4,5,3,3,NA,3.75,4.14
green,body,acad,12,2,1,2,1,NA,1.5,4.79
green,body,fic,58,2,1,2,1,NA,1.5,4.79
green,body,mag,42,2,1,2,1,NA,1.5,4.79
green,body,news,18,2,1,2,1,NA,1.5,4.79
green,cinnamon,mag,22,2,1,1,1,NA,1.25,4.85
green,cinnamon,news,19,2,1,1,1,NA,1.25,4.85
green,dish,fic,41,2,1,2,3,NA,2,4.9
green,dish,mag,68,2,1,2,3,NA,2,4.9
green,dish,news,57,2,1,2,3,NA,2,4.9
green,stripe,fic,17,2,2,3,3,NA,2.5,4.72
green,stripe,mag,20,2,2,3,3,NA,2.5,4.72
green,stripe,news,14,2,2,3,3,NA,2.5,4.72
green,wing,fic,21,3,2,1,1,NA,1.75,4.86
green,wing,mag,20,3,2,1,1,NA,1.75,4.86
hot,body,acad,28,4,3,3,3,NA,3.25,4.79
hot,body,fic,275,4,3,3,3,NA,3.25,4.79
hot,body,mag,226,4,3,3,3,NA,3.25,4.79
hot,body,news,44,4,3,3,3,NA,3.25,4.79
hot,body,spok,52,4,3,3,3,NA,3.25,4.79
hot,coal,acad,12,3,3,3,4,NA,3.25,4.66
hot,coal,fic,108,3,3,3,4,NA,3.25,4.66
hot,coal,mag,122,3,3,3,4,NA,3.25,4.66
hot,coal,news,51,3,3,3,4,NA,3.25,4.66
hot,coal,spok,22,3,3,3,4,NA,3.25,4.66
hot,corn,fic,47,5,3,6,6,NA,5,4.96
hot,corn,mag,139,5,3,6,6,NA,5,4.96
hot,corn,news,69,5,3,6,6,NA,5,4.96
hot,corn,spok,18,5,3,6,6,NA,5,4.96
hot,plastic,fic,63,2,2,1,5,NA,2.5,4.79
hot,plastic,mag,83,2,2,1,5,NA,2.5,4.79
hot,plastic,news,38,2,2,1,5,NA,2.5,4.79
icy,sea,fic,22,2,3,3,3,NA,2.75,4.79
icy,sea,mag,11,2,3,3,3,NA,2.75,4.79
pink,blanket,fic,31,3,3,3,3,NA,3,5
pink,feather,fic,18,3,2,3,3,NA,2.75,4.9
pink,feather,mag,17,3,2,3,3,NA,2.75,4.9
pink,pant,fic,37,3,2,2,3,NA,2.5,4.38
pink,pant,mag,23,3,2,2,3,NA,2.5,4.38
pink,pant,news,24,3,2,2,3,NA,2.5,4.38
purple,bag,fic,41,2,3,3,3,NA,2.75,4.9
purple,bag,mag,13,2,3,3,3,NA,2.75,4.9
purple,pepper,mag,53,1,1,2,2,NA,1.5,4.59
purple,pepper,news,10,1,1,2,2,NA,1.5,4.59
purple,water,acad,10,2,1,1,1,NA,1.25,5
purple,water,fic,41,2,1,1,1,NA,1.25,5
purple,water,mag,25,2,1,1,1,NA,1.25,5
red,controller,acad,NA,3,3,3,3,NA,3,4.33
red,controller,fic,NA,3,3,3,3,NA,3,4.33
red,controller,mag,NA,3,3,3,3,NA,3,4.33
red,controller,news,NA,3,3,3,3,NA,3,4.33
red,controller,spok,NA,3,3,3,3,NA,3,4.33
red,edge,fic,50,2,2,3,3,NA,2.5,4.24
red,edge,mag,47,2,2,3,3,NA,2.5,4.24
red,edge,news,15,2,2,3,3,NA,2.5,4.24
red,planet,acad,48,3,3,3,2,NA,2.75,4.58
red,planet,fic,23,3,3,3,2,NA,2.75,4.58
red,planet,mag,269,3,3,3,2,NA,2.75,4.58
red,planet,news,24,3,3,3,2,NA,2.75,4.58
red,planet,spok,28,3,3,3,2,NA,2.75,4.58
round,glass,fic,86,7,3,3,NA,NA,4.333333333333333,4.82
round,glass,mag,23,7,3,3,NA,NA,4.333333333333333,4.82
round,glass,news,13,7,3,3,NA,NA,4.333333333333333,4.82
rubber,shoe,mag,11,3,4,3,5,NA,3.75,4.97
square,box,fic,11,7,5,5,3,NA,5,4.9
square,box,mag,25,7,5,5,3,NA,5,4.9
sunny,cloud,fic,26,1,1,1,NA,NA,1,4.54
sunny,cloud,mag,16,1,1,1,NA,NA,1,4.54
sunny,cloud,news,12,1,1,1,NA,NA,1,4.54
sweet,peach,fic,18,5,5,5,5,NA,5,4.9
sweet,peach,mag,52,5,5,5,5,NA,5,4.9
sweet,peach,news,27,5,5,5,5,NA,5,4.9
sweet,pie,fic,69,6,3,4,NA,NA,4.333333333333333,4.92
sweet,pie,mag,120,6,3,4,NA,NA,4.333333333333333,4.92
sweet,pie,news,120,6,3,4,NA,NA,4.333333333333333,4.92
sweet,pie,spok,30,6,3,4,NA,NA,4.333333333333333,4.92
thick,card,fic,19,2,4,4,4,NA,3.5,4.9
thick,paint,fic,24,3,5,3,2,NA,3.25,4.79
thick,paint,mag,79,3,5,3,2,NA,3.25,4.79
thick,paper,acad,11,2,3,2,4,NA,2.75,4.93
thick,paper,fic,107,2,3,2,4,NA,2.75,4.93
thick,paper,mag,52,2,3,2,4,NA,2.75,4.93
thick,paper,news,30,2,3,2,4,NA,2.75,4.93
wet,guy,fic,16,2,2,1,5,NA,2.5,4.68
wet,guy,mag,15,2,2,1,5,NA,2.5,4.68
wet,head,fic,198,3,5,4,2,NA,3.5,4.75
wet,head,mag,35,3,5,4,2,NA,3.5,4.75
wet,pile,fic,36,2,5,3,NA,NA,3.3333333333333335,4.56
wet,pile,mag,15,2,5,3,NA,NA,3.3333333333333335,4.56
wet,tear,fic,43,6,7,4,NA,NA,5.666666666666667,4.56
wooden,arm,acad,15,2,4,2,2,NA,2.5,4.96
wooden,arm,fic,135,2,4,2,2,NA,2.5,4.96
wooden,arm,mag,13,2,4,2,2,NA,2.5,4.96
wooden,arm,news,11,2,4,2,2,NA,2.5,4.96
wooden,hammer,fic,13,2,3,6,6,NA,4.25,4.77
wooden,hammer,mag,12,2,3,6,6,NA,4.25,4.77
yellow,butterfly,fic,32,3,3,3,4,NA,3.25,4.93
yellow,butterfly,mag,30,3,3,3,4,NA,3.25,4.93
yellow,curve,fic,10,2,2,3,2,NA,2.25,4.41
yellow,glass,acad,11,3,2,4,2,NA,2.75,4.82
yellow,glass,fic,112,3,2,4,2,NA,2.75,4.82
yellow,glass,mag,42,3,2,4,2,NA,2.75,4.82
yellow,glass,news,29,3,2,4,2,NA,2.75,4.82
yellow,hand,acad,13,3,3,2,2,NA,2.5,4.72
yellow,hand,fic,302,3,3,2,2,NA,2.5,4.72
yellow,hand,mag,45,3,3,2,2,NA,2.5,4.72
yellow,hand,news,30,3,3,2,2,NA,2.5,4.72
yellow,stick,fic,10,4,3,2,3,NA,3,4.59
yellow,stick,mag,10,4,3,2,3,NA,3,4.59
yellow,submarine,fic,19,1,3,3,2,NA,2.25,4.8
yellow,submarine,mag,14,1,3,3,2,NA,2.25,4.8
yellow,track,fic,20,3,3,2,2,NA,2.5,4.31
yellow,track,mag,13,3,3,2,2,NA,2.5,4.31
yellow,tube,fic,20,2,3,3,2,NA,2.5,4.82
yellow,tube,mag,17,2,3,3,2,NA,2.5,4.82
dirty,suit,fic,40,6,4,4,3,NA,4.25,4.97
red,onion,fic,22,3,5,3,4,NA,3.75,4.86
red,onion,mag,705,3,5,3,4,NA,3.75,4.86
red,onion,news,312,3,5,3,4,NA,3.75,4.86
red,onion,spok,63,3,5,3,4,NA,3.75,4.86
red,worm,fic,11,4,3,3,3,NA,3.25,4.9
red,worm,mag,38,4,3,3,3,NA,3.25,4.9
green,ring,fic,21,3,2,2,2,NA,2.25,4.81
green,ring,news,12,3,2,2,2,NA,2.25,4.81
moist,skin,acad,10,3,4,3,3,NA,3.25,4.79
moist,skin,fic,42,3,4,3,3,NA,3.25,4.79
moist,skin,mag,52,3,4,3,3,NA,3.25,4.79
moist,skin,news,23,3,4,3,3,NA,3.25,4.79
brown,egg,acad,20,4,4,4,4,NA,4,4.97
brown,egg,fic,47,4,4,4,4,NA,4,4.97
brown,egg,mag,334,4,4,4,4,NA,4,4.97
brown,egg,news,78,4,4,4,4,NA,4,4.97
brown,egg,spok,10,4,4,4,4,NA,4,4.97
dark,tree,acad,17,3,4,4,4,NA,3.75,5
dark,tree,fic,100,3,4,4,4,NA,3.75,5
dark,tree,mag,26,3,4,4,4,NA,3.75,5
dark,tree,news,16,3,4,4,4,NA,3.75,5
dead,worm,fic,19,3,3,3,3,NA,3,4.9
dead,worm,mag,13,3,3,3,3,NA,3,4.9
green,pumpkin,mag,52,3,3,1,2,NA,2.25,4.9
green,pumpkin,news,47,3,3,1,2,NA,2.25,4.9
pink,chocolate,fic,27,2,1,1,2,NA,1.5,4.72
pink,chocolate,mag,14,2,1,1,2,NA,1.5,4.72
purple,juice,fic,12,2,3,4,3,NA,3,4.89
purple,juice,mag,28,2,3,4,3,NA,3,4.89
sweet,sauce,fic,26,3,3,5,5,NA,4,4.75
sweet,sauce,mag,210,3,3,5,5,NA,4,4.75
sweet,sauce,news,231,3,3,5,5,NA,4,4.75
sweet,strawberry,fic,16,5,5,6,NA,NA,5.333333333333333,5
sweet,strawberry,mag,59,5,5,6,NA,NA,5.333333333333333,5
sweet,strawberry,news,38,5,5,6,NA,NA,5.333333333333333,5
blond,girl,fic,239,3,3,4,3,NA,3.25,4.85
blond,girl,mag,37,3,3,4,3,NA,3.25,4.85
blond,girl,news,34,3,3,4,3,NA,3.25,4.85
blond,girl,spok,12,3,3,4,3,NA,3.25,4.85
blond,guy,fic,73,3,5,3,3,NA,3.5,4.68
blond,guy,mag,12,3,5,3,3,NA,3.5,4.68
blond,guy,news,12,3,5,3,3,NA,3.5,4.68
brown,bag,acad,24,5,5,5,5,NA,5,4.9
brown,bag,fic,386,5,5,5,5,NA,5,4.9
brown,bag,mag,159,5,5,5,5,NA,5,4.9
brown,bag,news,80,5,5,5,5,NA,5,4.9
brown,bag,spok,35,5,5,5,5,NA,5,4.9
brown,bone,fic,32,1,1,1,2,NA,1.25,4.9
brown,coat,fic,142,3,4,4,7,NA,4.5,4.97
brown,coat,mag,33,3,4,4,7,NA,4.5,4.97
brown,coat,news,18,3,4,4,7,NA,4.5,4.97
brown,hip,fic,24,3,1,3,5,NA,3,4.21
brown,honey,fic,12,3,4,5,5,NA,4.25,4.88
brown,honey,mag,67,3,4,5,5,NA,4.25,4.88
brown,honey,news,15,3,4,5,5,NA,4.25,4.88
brown,train,fic,21,2,3,3,2,NA,2.5,4.79
dead,baby,acad,22,2,3,2,2,NA,2.25,5
dead,baby,fic,230,2,3,2,2,NA,2.25,5
dead,baby,mag,76,2,3,2,2,NA,2.25,5
dead,baby,news,46,2,3,2,2,NA,2.25,5
dead,baby,spok,164,2,3,2,2,NA,2.25,5
dead,pile,fic,62,3,3,1,3,NA,2.5,4.56
dead,pile,mag,28,3,3,1,3,NA,2.5,4.56
dead,pile,news,13,3,3,1,3,NA,2.5,4.56
dead,plant,acad,35,7,4,4,3,NA,4.5,4.76
dead,plant,fic,80,7,4,4,3,NA,4.5,4.76
dead,plant,mag,109,7,4,4,3,NA,4.5,4.76
dead,plant,news,27,7,4,4,3,NA,4.5,4.76
dead,plant,spok,15,7,4,4,3,NA,4.5,4.76
dead,storm,fic,44,1,1,2,2,NA,1.5,4.7
dead,storm,mag,19,1,1,2,2,NA,1.5,4.7
dead,storm,news,12,1,1,2,2,NA,1.5,4.7
dead,storm,spok,29,1,1,2,2,NA,1.5,4.7
fat,child,fic,18,3,3,4,NA,NA,3.3333333333333335,4.78
fat,child,mag,12,3,3,4,NA,NA,3.3333333333333335,4.78
fat,child,news,13,3,3,4,NA,NA,3.3333333333333335,4.78
flat,ball,fic,10,2,3,1,3,NA,2.25,5
flat,ball,mag,12,2,3,1,3,NA,2.25,5
flat,grass,fic,13,3,5,3,3,2,3.2,4.93
flat,nose,fic,30,3,3,5,2,NA,3.25,4.89
giant,head,fic,13,2,2,3,2,NA,2.25,4.75
giant,head,mag,13,2,2,3,2,NA,2.25,4.75
green,bone,fic,15,1,1,1,2,NA,1.25,4.9
green,game,mag,65,3,1,1,2,NA,1.75,4.5
green,game,news,226,3,1,1,2,NA,1.75,4.5
green,game,spok,16,3,1,1,2,NA,1.75,4.5
green,knight,acad,16,2,2,2,2,NA,2,4.79
green,melon,mag,20,5,7,5,4,NA,5.25,4.78
green,melon,news,13,5,7,5,4,NA,5.25,4.78
green,page,acad,21,2,3,2,2,2,2.2,4.9
green,page,fic,20,2,3,2,2,2,2.2,4.9
green,page,mag,89,2,3,2,2,2,2.2,4.9
green,page,news,10,2,3,2,2,2,2.2,4.9
green,sugar,fic,10,3,2,2,1,NA,2,4.87
green,sugar,mag,174,3,2,2,1,NA,2,4.87
green,sugar,news,44,3,2,2,1,NA,2,4.87
green,table,acad,38,2,3,2,3,NA,2.5,4.9
green,table,fic,82,2,3,2,3,NA,2.5,4.9
green,table,mag,45,2,3,2,3,NA,2.5,4.9
green,table,news,32,2,3,2,3,NA,2.5,4.9
hot,bike,fic,12,2,2,3,2,NA,2.25,5
hot,bike,mag,58,2,2,3,2,NA,2.25,5
hot,bike,news,14,2,2,3,2,NA,2.25,5
hot,bottle,fic,155,3,3,3,NA,NA,3,4.91
hot,bottle,mag,103,3,3,3,NA,NA,3,4.91
hot,bottle,news,41,3,3,3,NA,NA,3,4.91
hot,bottle,spok,18,3,3,3,NA,NA,3,4.91
hot,breakfast,fic,55,4,3,4,4,NA,3.75,4.43
hot,breakfast,mag,70,4,3,4,4,NA,3.75,4.43
hot,breakfast,news,48,4,3,4,4,NA,3.75,4.43
hot,ground,acad,13,3,3,2,3,NA,2.75,4.77
hot,ground,fic,68,3,3,2,3,NA,2.75,4.77
hot,ground,mag,115,3,3,2,3,NA,2.75,4.77
hot,ground,news,68,3,3,2,3,NA,2.75,4.77
hot,ground,spok,27,3,3,2,3,NA,2.75,4.77
hot,oil,acad,28,5,3,3,3,NA,3.5,4.93
hot,oil,fic,89,5,3,3,3,NA,3.5,4.93
hot,oil,mag,1096,5,3,3,3,NA,3.5,4.93
hot,oil,news,437,5,3,3,3,NA,3.5,4.93
hot,oil,spok,68,5,3,3,3,NA,3.5,4.93
hot,pad,fic,15,3,2,4,3,NA,3,4.43
hot,pad,mag,29,3,2,4,3,NA,3,4.43
icy,planet,acad,12,3,3,3,2,NA,2.75,4.58
icy,planet,mag,41,3,3,3,2,NA,2.75,4.58
icy,ring,mag,12,3,3,3,3,NA,3,4.81
light,coffee,fic,10,3,3,4,NA,NA,3.3333333333333335,4.81
light,coffee,mag,14,3,3,4,NA,NA,3.3333333333333335,4.81
moist,bedding,fic,NA,5,2,3,1,NA,2.75,4.61
moist,bedding,mag,NA,5,2,3,1,NA,2.75,4.61
orange,sugar,mag,59,1,1,1,2,NA,1.25,4.87
orange,sugar,news,12,1,1,1,2,NA,1.25,4.87
pink,box,fic,90,3,1,3,3,NA,2.5,4.9
pink,box,mag,12,3,1,3,3,NA,2.5,4.9
pink,box,news,13,3,1,3,3,NA,2.5,4.9
pink,ring,fic,14,1,3,2,2,NA,2,4.81
pink,ring,mag,10,1,3,2,2,NA,2,4.81
purple,onion,mag,44,3,4,5,3,NA,3.75,4.86
purple,patch,fic,10,NA,NA,NA,NA,NA,NA,NA
purple,patch,mag,11,NA,NA,NA,NA,NA,NA,NA
red,broccoli,mag,82,1,1,1,2,NA,1.25,4.87
red,broccoli,news,34,1,1,1,2,NA,1.25,4.87
red,counter,fic,23,3,2,3,3,3,2.8,4.17
red,lunch,fic,16,3,2,1,2,NA,2,4.31
red,lunch,mag,26,3,2,1,2,NA,2,4.31
red,lunch,news,28,3,2,1,2,NA,2,4.31
red,map,fic,43,2,2,3,2,NA,2.25,4.93
red,map,mag,35,2,2,3,2,NA,2.25,4.93
red,map,news,14,2,2,3,2,NA,2.25,4.93
red,oil,acad,35,3,3,2,3,NA,2.75,4.93
red,oil,fic,27,3,3,2,3,NA,2.75,4.93
red,oil,mag,587,3,3,2,3,NA,2.75,4.93
red,oil,news,182,3,3,2,3,NA,2.75,4.93
red,oil,spok,23,3,3,2,3,NA,2.75,4.93
red,pea,fic,10,1,3,1,2,NA,1.75,4.9
red,pea,mag,78,1,3,1,2,NA,1.75,4.9
red,pea,news,27,1,3,1,2,NA,1.75,4.9
red,plant,acad,33,3,3,1,NA,NA,2.3333333333333335,4.76
red,plant,fic,18,3,3,1,NA,NA,2.3333333333333335,4.76
red,plant,mag,78,3,3,1,NA,NA,2.3333333333333335,4.76
red,plant,news,18,3,3,1,NA,NA,2.3333333333333335,4.76
red,pot,acad,19,3,3,3,NA,NA,3,4.81
red,pot,fic,22,3,3,3,NA,NA,3,4.81
red,pot,mag,33,3,3,3,NA,NA,3,4.81
red,pot,news,19,3,3,3,NA,NA,3,4.81
red,shop,fic,35,2,2,3,3,NA,2.5,4.31
red,shop,mag,31,2,2,3,3,NA,2.5,4.31
red,shop,news,20,2,2,3,3,NA,2.5,4.31
round,corner,fic,24,3,1,3,5,NA,3,4.61
round,edge,fic,15,4,4,5,3,NA,4,4.24
round,edge,mag,16,4,4,5,3,NA,4,4.24
round,hat,fic,20,3,3,5,NA,NA,3.6666666666666665,4.88
rusty,bucket,fic,11,3,4,3,1,NA,2.75,4.96
slippery,ice,fic,12,5,5,7,6,NA,5.75,4.89
slippery,ice,mag,30,5,5,7,6,NA,5.75,4.89
square,eye,fic,10,2,1,1,2,NA,1.5,4.9
sweet,onion,acad,10,3,4,4,7,NA,4.5,4.86
sweet,onion,fic,30,3,4,4,7,NA,4.5,4.86
sweet,onion,mag,546,3,4,4,7,NA,4.5,4.86
sweet,onion,news,195,3,4,4,7,NA,4.5,4.86
sweet,onion,spok,19,3,4,4,7,NA,4.5,4.86
thick,branch,fic,87,3,5,5,NA,NA,4.333333333333333,4.9
thick,branch,mag,39,3,5,5,NA,NA,4.333333333333333,4.9
thick,chocolate,fic,23,3,4,5,4,4,4,4.72
thick,chocolate,mag,25,3,4,5,4,4,4,4.72
thick,chocolate,news,22,3,4,5,4,4,4,4.72
thick,tree,acad,30,3,4,5,4,NA,4,5
thick,tree,fic,254,3,4,5,4,NA,4,5
thick,tree,mag,118,3,4,5,4,NA,4,5
thick,tree,news,40,3,4,5,4,NA,4,5
thick,tree,spok,13,3,4,5,4,NA,4,5
wet,earth,fic,105,3,3,4,4,NA,3.5,4.8
wet,earth,mag,21,3,3,4,4,NA,3.5,4.8
wet,finger,fic,148,6,4,5,3,NA,4.5,5
wet,finger,mag,23,6,4,5,3,NA,4.5,5
wet,leaf,acad,21,5,3,3,5,5,4.2,5
wet,leaf,fic,104,5,3,3,5,5,4.2,5
